date,store_id,product_id,units_sold,demand,price,discount,promotion
2022-03-08,S002,P0004,123,129,44.04,10,0
2022-03-08,S002,P0005,112,95,73.07,25,1
2022-03-08,S002,P0006,82,82,62.81,5,0
2022-03-08,S002,P0007,107,106,29.6,5,0
2022-03-08,S002,P0008,156,140,23.16,25,1
2022-03-08,S002,P0009,75,127,61.19,15,1
2022-03-08,S002,P0010,72,86,81.05,5,0
2022-03-08,S002,P0011,50,60,87.73,0,0
2022-03-08,S002,P0012,131,123,75.31,5,0
2022-03-08,S002,P0013,84,99,22.23,0,0
2022-03-08,S002,P0014,139,116,120.32,10,0
2022-03-08,S002,P0015,91,116,66.09,10,1
2022-03-08,S002,P0016,60,119,90.57,10,0
2022-03-08,S002,P0017,79,88,20.44,0,0
2022-03-08,S002,P0018,112,100,28.24,5,0
2022-03-08,S002,P0019,91,86,67.07,25,1
2022-03-08,S002,P0020,76,80,132.28,0,0
2022-03-08,S003,P0001,178,187,20.82,10,0
2022-03-08,S003,P0002,134,118,45.02,25,1
2022-03-08,S003,P0003,87,187,110.72,10,0
2022-03-08,S003,P0004,136,117,24.58,5,0
2022-03-08,S003,P0005,50,75,20.04,10,1
2022-03-08,S003,P0006,149,128,43.48,5,0
2022-03-08,S003,P0007,145,187,18.96,10,0
2022-03-08,S003,P0008,100,132,116.85,10,1
2022-03-08,S003,P0009,77,163,52.74,20,1
2022-03-08,S003,P0010,37,61,34.36,0,0
2022-03-08,S003,P0011,78,91,128.36,0,0
2022-03-08,S003,P0012,71,60,93.67,5,0
2022-03-08,S003,P0013,67,105,78.45,0,0
2022-03-08,S003,P0014,104,164,104.21,10,0
2022-03-08,S003,P0015,164,167,90.42,25,1
2022-03-08,S003,P0016,121,130,106.05,10,0
2022-03-08,S003,P0017,92,80,117.89,5,0
2022-03-08,S003,P0018,29,30,118.96,0,0
2022-03-08,S003,P0019,110,119,55.86,10,1
2022-03-08,S003,P0020,81,107,69.4,10,0
2022-03-08,S004,P0001,136,150,12.36,5,0
2022-03-08,S004,P0002,243,209,23.35,20,1
2022-03-08,S004,P0003,85,99,152.02,5,0
2022-03-08,S004,P0004,179,178,61.19,10,0
2022-03-08,S004,P0005,92,106,71.71,10,1
2022-03-08,S004,P0006,65,77,34.09,0,0
2022-03-08,S004,P0007,49,73,23.76,10,0
2022-03-08,S004,P0008,74,92,78.7,25,1
2022-03-08,S004,P0009,160,160,105.23,25,1
2022-03-08,S004,P0010,197,178,31.12,10,0
2022-03-08,S004,P0011,108,95,62.84,0,0
2022-03-08,S004,P0012,30,39,84.15,10,0
2022-03-08,S004,P0013,194,180,26.13,0,0
2022-03-08,S004,P0014,57,70,164.95,0,0
2022-03-08,S004,P0015,102,115,94.45,15,1
2022-03-08,S004,P0016,61,72,105.32,10,0
2022-03-08,S004,P0017,69,95,97.45,0,0
2022-03-08,S004,P0018,27,34,130.86,10,0
2022-03-08,S004,P0019,167,173,60.46,20,1
2022-03-08,S004,P0020,118,111,140.85,5,0
2022-03-08,S005,P0001,80,72,10.39,10,0
2022-03-08,S005,P0002,149,125,38.44,20,1
2022-03-08,S005,P0003,180,173,38.15,5,0
2022-03-08,S005,P0004,103,87,7.42,5,0
2022-03-08,S005,P0005,90,86,14.04,15,1
2022-03-08,S005,P0006,124,131,62.58,10,0
2022-03-08,S005,P0007,119,168,106.55,0,0
2022-03-08,S005,P0008,64,152,59.22,20,1
2022-03-08,S005,P0009,144,145,99.83,10,1
2022-03-08,S005,P0010,71,86,51.73,10,0
2022-03-08,S005,P0011,126,142,92.96,5,0
2022-03-08,S005,P0012,54,76,129.93,0,0
2022-03-08,S005,P0013,148,196,88.75,10,0
2022-03-08,S005,P0014,87,101,163.17,10,0
2022-03-08,S005,P0015,122,117,42.6,20,1
2022-03-08,S005,P0016,43,64,28.31,10,0
2022-03-08,S005,P0017,174,171,42.49,10,0
2022-03-08,S005,P0018,119,147,25.58,5,0
2022-03-08,S005,P0019,61,80,113.58,20,1
2022-03-08,S005,P0020,75,88,28.6,10,0
2022-03-09,S001,P0001,195,175,81.24,15,1
2022-03-09,S001,P0002,79,114,65.83,10,0
2022-03-09,S001,P0003,38,44,43.16,10,0
2022-03-09,S001,P0004,72,63,101.65,0,0
2022-03-09,S001,P0005,24,37,45.02,5,0
2022-03-09,S001,P0006,165,161,47.43,10,1
2022-03-09,S001,P0007,103,113,26.04,5,0
2022-03-09,S001,P0008,46,125,46.84,10,0
2022-03-09,S001,P0009,5,4,49.07,25,1
2022-03-09,S001,P0010,68,63,116.39,10,0
2022-03-09,S001,P0011,56,80,148.7,10,1
2022-03-09,S001,P0012,109,97,82.38,0,0
2022-03-09,S001,P0013,94,93,29.58,15,1
2022-03-09,S001,P0014,116,118,61.3,25,1
2022-03-09,S001,P0015,70,108,16.75,0,0
2022-03-09,S001,P0016,81,68,36.74,0,0
2022-03-09,S001,P0017,109,128,22.74,10,1
2022-03-09,S001,P0018,136,257,69.55,25,1
2022-03-09,S001,P0019,93,96,115.38,5,0
2022-03-09,S001,P0020,56,69,105.1,10,0
2022-03-09,S002,P0001,253,218,95.33,20,1
2022-03-09,S002,P0002,148,128,33.13,10,0
2022-03-09,S002,P0003,182,214,106.57,5,0
2022-03-09,S002,P0004,102,95,37.61,10,0
2022-03-09,S002,P0005,47,73,85.85,0,0
2022-03-09,S002,P0006,91,128,65.11,15,1
2022-03-09,S002,P0007,45,62,24.07,10,0
2022-03-09,S002,P0008,28,44,20.09,10,0
2022-03-09,S002,P0009,112,153,62.59,15,1
2022-03-09,S002,P0010,147,156,105.86,5,0
2022-03-09,S002,P0011,125,142,87.31,20,1
2022-03-09,S002,P0012,133,136,74.07,10,0
2022-03-09,S002,P0013,233,222,25.05,20,1
2022-03-09,S002,P0014,159,146,109.6,25,1
2022-03-09,S002,P0015,93,105,67.08,10,0
2022-03-09,S002,P0016,114,129,103.6,0,0
2022-03-09,S002,P0017,102,125,19.58,15,1
2022-03-09,S002,P0018,126,144,25.9,20,1
2022-03-09,S002,P0019,23,20,58.98,10,0
2022-03-09,S002,P0020,88,113,139.97,10,0
2022-03-09,S003,P0001,58,84,14.48,15,1
2022-03-09,S003,P0002,120,157,67.32,5,0
2022-03-09,S003,P0003,70,84,77.64,10,0
2022-03-09,S003,P0004,88,140,26.36,5,0
2022-03-09,S003,P0005,67,104,23.34,5,0
2022-03-09,S003,P0006,170,361,70.18,10,1
2022-03-09,S003,P0007,127,150,19.1,5,0
2022-03-09,S003,P0008,51,58,96.02,5,0
2022-03-09,S003,P0009,84,96,51.06,10,1
2022-03-09,S003,P0010,95,202,52.66,5,0
2022-03-09,S003,P0011,148,154,133.21,10,1
2022-03-09,S003,P0012,84,89,98.44,10,0
2022-03-09,S003,P0013,280,243,96.36,15,1
2022-03-09,S003,P0014,0,149,87.68,25,1
2022-03-09,S003,P0015,78,155,116.56,0,0
2022-03-09,S003,P0016,27,26,77.19,5,0
2022-03-09,S003,P0017,100,107,114.18,20,1
2022-03-09,S003,P0018,136,147,142.99,20,1
2022-03-09,S003,P0019,130,154,61.94,10,0
2022-03-09,S003,P0020,97,159,85.51,5,0
2022-03-09,S004,P0001,168,222,14.82,10,1
2022-03-09,S004,P0002,59,89,20.77,0,0
2022-03-09,S004,P0003,92,87,153.62,0,0
2022-03-09,S004,P0004,57,78,50.25,5,0
2022-03-09,S004,P0005,54,50,55.83,10,0
2022-03-09,S004,P0006,142,121,35.38,10,1
2022-03-09,S004,P0007,146,137,29.21,10,0
2022-03-09,S004,P0008,73,109,110.79,5,0
2022-03-09,S004,P0009,87,130,115.76,10,1
2022-03-09,S004,P0010,141,148,30.2,5,0
2022-03-09,S004,P0011,133,151,63.59,10,1
2022-03-09,S004,P0012,76,146,127.58,10,0
2022-03-09,S004,P0013,155,225,26.24,10,1
2022-03-09,S004,P0014,93,80,144.14,20,1
2022-03-09,S004,P0015,76,67,94.36,0,0
2022-03-09,S004,P0016,71,96,127.24,5,0
2022-03-09,S004,P0017,91,141,94.49,20,1
2022-03-09,S004,P0018,44,68,142.07,10,1
2022-03-09,S004,P0019,126,106,62.07,0,0
2022-03-09,S004,P0020,66,68,121.56,5,0
2022-03-09,S005,P0001,115,100,10.2,20,1
2022-03-09,S005,P0002,9,71,36.2,5,0
2022-03-09,S005,P0003,200,217,42.55,0,0
2022-03-09,S005,P0004,68,163,9.85,0,0
2022-03-09,S005,P0005,42,59,14.22,5,0
2022-03-09,S005,P0006,136,160,57.36,20,1
2022-03-09,S005,P0007,144,137,92.77,5,0
2022-03-09,S005,P0008,88,114,66.18,5,0
2022-03-09,S005,P0009,78,94,84.73,15,1
2022-03-09,S005,P0010,147,135,67.0,0,0
2022-03-09,S005,P0011,67,87,65.99,20,1
2022-03-09,S005,P0012,48,63,130.78,0,0
2022-03-09,S005,P0013,90,83,59.55,20,1
2022-03-09,S005,P0014,101,131,178.16,15,1
2022-03-09,S005,P0015,161,144,54.67,10,0
2022-03-09,S005,P0016,56,72,29.12,10,0
2022-03-09,S005,P0017,124,129,39.66,10,1
2022-03-09,S005,P0018,117,106,18.04,20,1
2022-03-09,S005,P0019,53,50,133.66,0,0
2022-03-09,S005,P0020,90,110,32.46,5,0
2022-03-10,S001,P0001,65,79,61.18,10,0
2022-03-10,S001,P0002,103,110,61.59,10,0
2022-03-10,S001,P0003,149,231,67.39,20,1
2022-03-10,S001,P0004,66,72,89.97,10,0
2022-03-10,S001,P0005,43,59,46.12,15,1
2022-03-10,S001,P0006,62,69,35.68,5,0
2022-03-10,S001,P0007,112,120,23.95,10,0
2022-03-10,S001,P0008,105,107,46.69,5,0
2022-03-10,S001,P0009,81,99,76.69,15,1
2022-03-10,S001,P0010,79,89,128.14,5,0
2022-03-10,S001,P0011,63,55,135.92,10,0
2022-03-10,S001,P0012,101,98,78.53,10,0
2022-03-10,S001,P0013,107,175,33.22,25,1
2022-03-10,S001,P0014,146,168,71.75,20,1
2022-03-10,S001,P0015,84,121,13.97,20,1
2022-03-10,S001,P0016,54,83,34.89,10,0
2022-03-10,S001,P0017,110,100,23.1,0,0
2022-03-10,S001,P0018,57,82,57.58,0,0
2022-03-10,S001,P0019,37,58,100.93,5,0
2022-03-10,S001,P0020,54,70,87.89,25,1
2022-03-10,S002,P0001,99,107,75.23,10,0
2022-03-10,S002,P0002,128,136,35.72,5,0
2022-03-10,S002,P0003,116,138,73.41,20,1
2022-03-10,S002,P0004,70,88,42.89,0,0
2022-03-10,S002,P0005,97,85,70.62,25,1
2022-03-10,S002,P0006,113,137,74.74,5,0
2022-03-10,S002,P0007,127,106,28.02,10,0
2022-03-10,S002,P0008,71,82,23.17,10,0
2022-03-10,S002,P0009,201,214,77.69,10,1
2022-03-10,S002,P0010,127,137,100.38,0,0
2022-03-10,S002,P0011,69,98,85.6,10,0
2022-03-10,S002,P0012,26,22,54.89,0,0
2022-03-10,S002,P0013,104,166,25.71,10,1
2022-03-10,S002,P0014,95,106,122.57,10,1
2022-03-10,S002,P0015,125,116,58.61,20,1
2022-03-10,S002,P0016,129,135,90.24,10,0
2022-03-10,S002,P0017,161,163,24.44,5,0
2022-03-10,S002,P0018,69,79,24.93,10,0
2022-03-10,S002,P0019,59,58,76.71,0,0
2022-03-10,S002,P0020,47,56,96.67,20,1
2022-03-10,S003,P0001,97,106,18.35,0,0
2022-03-10,S003,P0002,154,147,68.78,0,0
2022-03-10,S003,P0003,108,144,82.26,25,1
2022-03-10,S003,P0004,94,104,22.36,10,0
2022-03-10,S003,P0005,126,113,20.24,20,1
2022-03-10,S003,P0006,112,117,37.86,10,0
2022-03-10,S003,P0007,81,69,13.99,5,0
2022-03-10,S003,P0008,36,56,100.41,0,0
2022-03-10,S003,P0009,88,108,41.96,25,1
2022-03-10,S003,P0010,17,28,30.05,5,0
2022-03-10,S003,P0011,53,65,111.43,5,0
2022-03-10,S003,P0012,86,76,99.33,0,0
2022-03-10,S003,P0013,120,105,63.38,15,1
2022-03-10,S003,P0014,158,185,110.12,10,1
2022-03-10,S003,P0015,84,79,87.17,10,1
2022-03-10,S003,P0016,94,117,107.36,0,0
2022-03-10,S003,P0017,69,83,125.36,5,0
2022-03-10,S003,P0018,37,48,121.64,0,0
2022-03-10,S003,P0019,96,137,62.27,0,0
2022-03-10,S003,P0020,158,151,74.14,20,1
2022-03-10,S004,P0001,140,132,12.36,0,0
2022-03-10,S004,P0002,104,86,20.54,0,0
2022-03-10,S004,P0003,70,64,107.47,20,1
2022-03-10,S004,P0004,132,125,61.6,0,0
2022-03-10,S004,P0005,80,70,50.18,25,1
2022-03-10,S004,P0006,165,169,40.67,10,0
2022-03-10,S004,P0007,86,111,26.97,10,0
2022-03-10,S004,P0008,113,94,100.36,5,0
2022-03-10,S004,P0009,140,149,108.9,20,1
2022-03-10,S004,P0010,93,86,22.41,10,0
2022-03-10,S004,P0011,55,87,52.25,10,0
2022-03-10,S004,P0012,68,69,99.72,10,0
2022-03-10,S004,P0013,223,212,25.3,15,1
2022-03-10,S004,P0014,88,123,186.54,10,1
2022-03-10,S004,P0015,86,100,100.35,10,1
2022-03-10,S004,P0016,62,79,126.23,0,0
2022-03-10,S004,P0017,96,98,93.04,10,0
2022-03-10,S004,P0018,84,108,180.74,5,0
2022-03-10,S004,P0019,45,63,48.28,10,0
2022-03-10,S004,P0020,121,106,115.16,25,1
2022-03-10,S005,P0001,69,81,10.73,10,0
2022-03-10,S005,P0002,82,83,39.88,0,0
2022-03-10,S005,P0003,150,158,27.46,25,1
2022-03-10,S005,P0004,139,171,9.08,5,0
2022-03-10,S005,P0005,56,91,12.6,25,1
2022-03-10,S005,P0006,86,133,62.91,10,0
2022-03-10,S005,P0007,107,130,95.71,0,0
2022-03-10,S005,P0008,53,87,57.34,10,0
2022-03-10,S005,P0009,157,153,96.24,15,1
2022-03-10,S005,P0010,76,83,59.87,0,0
2022-03-10,S005,P0011,51,73,74.41,0,0
2022-03-10,S005,P0012,53,64,124.49,5,0
2022-03-10,S005,P0013,55,91,61.91,15,1
2022-03-10,S005,P0014,40,63,135.14,15,1
2022-03-10,S005,P0015,119,164,48.81,20,1
2022-03-10,S005,P0016,59,97,33.55,5,0
2022-03-10,S005,P0017,114,131,44.45,0,0
2022-03-10,S005,P0018,105,134,23.34,10,0
2022-03-10,S005,P0019,34,47,119.47,5,0
2022-03-10,S005,P0020,100,97,24.87,20,1
2022-03-11,S001,P0001,32,38,58.13,0,0
2022-03-11,S001,P0002,117,115,65.9,10,0
2022-03-11,S001,P0003,103,162,67.31,0,0
2022-03-11,S001,P0004,139,122,105.46,15,1
2022-03-11,S001,P0005,75,108,55.05,10,0
2022-03-11,S001,P0006,95,156,46.79,10,0
2022-03-11,S001,P0007,219,188,30.55,10,1
2022-03-11,S001,P0008,124,112,40.3,15,1
2022-03-11,S001,P0009,101,93,74.63,20,1
2022-03-11,S001,P0010,55,64,116.99,10,0
2022-03-11,S001,P0011,73,62,146.56,10,0
2022-03-11,S001,P0012,121,108,76.99,10,1
2022-03-11,S001,P0013,93,127,36.75,5,0
2022-03-11,S001,P0014,75,63,57.95,10,1
2022-03-11,S001,P0015,99,131,17.07,10,0
2022-03-11,S001,P0016,69,100,35.21,10,0
2022-03-11,S001,P0017,109,150,24.08,15,1
2022-03-11,S001,P0018,54,75,53.4,5,0
2022-03-11,S001,P0019,23,36,92.16,10,0
2022-03-11,S001,P0020,30,34,91.65,10,0
2022-03-11,S002,P0001,53,71,73.75,0,0
2022-03-11,S002,P0002,106,113,35.08,5,0
2022-03-11,S002,P0003,109,94,75.95,5,0
2022-03-11,S002,P0004,170,157,45.16,15,1
2022-03-11,S002,P0005,58,59,85.65,0,0
2022-03-11,S002,P0006,61,65,53.12,10,0
2022-03-11,S002,P0007,180,167,31.6,15,1
2022-03-11,S002,P0008,84,77,21.58,10,1
2022-03-11,S002,P0009,182,205,76.03,10,1
2022-03-11,S002,P0010,67,78,87.24,0,0
2022-03-11,S002,P0011,92,94,93.94,0,0
2022-03-11,S002,P0012,103,97,51.95,25,1
2022-03-11,S002,P0013,0,104,22.61,0,0
2022-03-11,S002,P0014,41,60,88.03,20,1
2022-03-11,S002,P0015,107,93,64.42,10,0
2022-03-11,S002,P0016,40,34,66.85,5,0
2022-03-11,S002,P0017,147,147,20.69,20,1
2022-03-11,S002,P0018,56,68,23.99,10,0
2022-03-11,S002,P0019,54,71,72.4,10,0
2022-03-11,S002,P0020,84,72,135.33,0,0
2022-03-11,S003,P0001,113,135,19.07,0,0
2022-03-11,S003,P0002,102,86,48.64,10,0
2022-03-11,S003,P0003,77,92,79.87,10,0
2022-03-11,S003,P0004,101,126,20.23,20,1
2022-03-11,S003,P0005,109,109,24.96,0,0
2022-03-11,S003,P0006,150,132,39.64,10,0
2022-03-11,S003,P0007,151,137,13.8,25,1
2022-03-11,S003,P0008,54,89,107.17,10,1
2022-03-11,S003,P0009,127,169,60.32,10,1
2022-03-11,S003,P0010,70,87,39.69,0,0
2022-03-11,S003,P0011,120,114,138.31,0,0
2022-03-11,S003,P0012,45,59,88.45,10,1
2022-03-11,S003,P0013,130,138,74.28,10,0
2022-03-11,S003,P0014,121,127,82.15,25,1
2022-03-11,S003,P0015,49,54,83.8,0,0
2022-03-11,S003,P0016,52,84,86.84,10,0
2022-03-11,S003,P0017,55,56,89.74,25,1
2022-03-11,S003,P0018,52,68,124.7,10,0
2022-03-11,S003,P0019,112,108,57.07,5,0
2022-03-11,S003,P0020,103,108,81.58,0,0
2022-03-11,S004,P0001,87,122,12.61,0,0
2022-03-11,S004,P0002,89,116,20.38,10,0
2022-03-11,S004,P0003,85,110,149.56,5,0
2022-03-11,S004,P0004,135,180,61.07,15,1
2022-03-11,S004,P0005,45,66,69.23,0,0
2022-03-11,S004,P0006,137,187,47.28,5,0
2022-03-11,S004,P0007,178,167,30.02,15,1
2022-03-11,S004,P0008,104,131,106.16,15,1
2022-03-11,S004,P0009,95,80,87.72,20,1
2022-03-11,S004,P0010,90,150,28.9,5,0
2022-03-11,S004,P0011,85,75,52.85,5,0
2022-03-11,S004,P0012,51,136,124.18,10,1
2022-03-11,S004,P0013,68,86,19.74,5,0
2022-03-11,S004,P0014,84,91,158.83,15,1
2022-03-11,S004,P0015,81,110,98.52,10,0
2022-03-11,S004,P0016,81,79,113.66,10,0
2022-03-11,S004,P0017,135,159,111.87,10,1
2022-03-11,S004,P0018,47,61,145.98,5,0
2022-03-11,S004,P0019,66,101,58.02,5,0
2022-03-11,S004,P0020,89,107,146.17,0,0
2022-03-11,S005,P0001,64,58,9.9,10,0
2022-03-11,S005,P0002,91,110,43.51,5,0
2022-03-11,S005,P0003,84,130,33.79,0,0
2022-03-11,S005,P0004,143,121,6.99,20,1
2022-03-11,S005,P0005,90,78,16.07,0,0
2022-03-11,S005,P0006,165,161,64.74,10,0
2022-03-11,S005,P0007,162,157,83.41,15,1
2022-03-11,S005,P0008,143,134,56.25,20,1
2022-03-11,S005,P0009,92,138,91.5,20,1
2022-03-11,S005,P0010,93,120,64.07,0,0
2022-03-11,S005,P0011,57,85,73.78,5,0
2022-03-11,S005,P0012,140,122,143.46,10,1
2022-03-11,S005,P0013,57,65,66.4,0,0
2022-03-11,S005,P0014,105,108,176.01,10,1
2022-03-11,S005,P0015,91,92,51.66,0,0
2022-03-11,S005,P0016,102,86,30.6,10,0
2022-03-11,S005,P0017,150,164,41.73,10,1
2022-03-11,S005,P0018,117,103,22.37,5,0
2022-03-11,S005,P0019,95,99,143.52,10,0
2022-03-11,S005,P0020,129,147,32.62,10,0
2022-03-12,S001,P0001,77,73,56.44,15,1
2022-03-12,S001,P0002,112,147,72.6,10,0
2022-03-12,S001,P0003,169,143,63.82,5,0
2022-03-12,S001,P0004,0,79,76.72,25,1
2022-03-12,S001,P0005,115,129,51.65,25,1
2022-03-12,S001,P0006,176,188,53.78,0,0
2022-03-12,S001,P0007,130,141,22.38,25,1
2022-03-12,S001,P0008,102,128,49.86,0,0
2022-03-12,S001,P0009,152,137,101.68,0,0
2022-03-12,S001,P0010,62,65,123.85,0,0
2022-03-12,S001,P0011,108,136,168.4,15,1
2022-03-12,S001,P0012,54,47,68.83,0,0
2022-03-12,S001,P0013,138,135,28.26,25,1
2022-03-12,S001,P0014,90,76,64.12,10,0
2022-03-12,S001,P0015,172,153,15.33,20,1
2022-03-12,S001,P0016,159,208,41.75,25,1
2022-03-12,S001,P0017,173,166,29.63,0,0
2022-03-12,S001,P0018,126,113,57.35,10,0
2022-03-12,S001,P0019,44,68,92.9,20,1
2022-03-12,S001,P0020,58,70,105.43,10,0
2022-03-12,S002,P0001,213,204,92.19,20,1
2022-03-12,S002,P0002,150,141,38.2,0,0
2022-03-12,S002,P0003,101,116,90.26,0,0
2022-03-12,S002,P0004,98,117,35.92,20,1
2022-03-12,S002,P0005,122,112,78.26,20,1
2022-03-12,S002,P0006,81,190,77.71,10,0
2022-03-12,S002,P0007,201,173,28.39,25,1
2022-03-12,S002,P0008,37,60,20.29,10,0
2022-03-12,S002,P0009,98,105,57.42,10,0
2022-03-12,S002,P0010,95,110,92.22,0,0
2022-03-12,S002,P0011,134,144,87.7,20,1
2022-03-12,S002,P0012,121,107,75.23,0,0
2022-03-12,S002,P0013,256,216,25.99,20,1
2022-03-12,S002,P0014,30,48,94.69,10,0
2022-03-12,S002,P0015,192,163,66.38,25,1
2022-03-12,S002,P0016,162,173,99.68,15,1
2022-03-12,S002,P0017,44,56,17.29,10,0
2022-03-12,S002,P0018,79,174,33.41,5,0
2022-03-12,S002,P0019,149,186,108.0,10,1
2022-03-12,S002,P0020,68,73,122.55,5,0
2022-03-12,S003,P0001,90,99,13.66,20,1
2022-03-12,S003,P0002,164,154,63.12,10,0
2022-03-12,S003,P0003,153,185,116.39,0,0
2022-03-12,S003,P0004,190,213,23.9,25,1
2022-03-12,S003,P0005,44,44,16.94,10,1
2022-03-12,S003,P0006,57,90,36.64,5,0
2022-03-12,S003,P0007,177,287,23.8,10,1
2022-03-12,S003,P0008,94,122,119.65,5,0
2022-03-12,S003,P0009,63,98,54.25,0,0
2022-03-12,S003,P0010,75,90,38.11,5,0
2022-03-12,S003,P0011,101,110,109.3,20,1
2022-03-12,S003,P0012,68,85,92.34,10,0
2022-03-12,S003,P0013,194,171,85.6,10,1
2022-03-12,S003,P0014,119,104,87.16,10,0
2022-03-12,S003,P0015,79,100,74.07,25,1
2022-03-12,S003,P0016,59,79,74.94,25,1
2022-03-12,S003,P0017,60,80,123.81,0,0
2022-03-12,S003,P0018,40,51,117.24,5,0
2022-03-12,S003,P0019,89,141,53.51,15,1
2022-03-12,S003,P0020,18,30,52.23,10,0
2022-03-12,S004,P0001,211,194,13.86,10,1
2022-03-12,S004,P0002,103,99,19.29,10,0
2022-03-12,S004,P0003,68,81,150.62,0,0
2022-03-12,S004,P0004,166,174,60.12,15,1
2022-03-12,S004,P0005,69,85,52.91,25,1
2022-03-12,S004,P0006,229,204,44.45,10,0
2022-03-12,S004,P0007,206,175,30.34,20,1
2022-03-12,S004,P0008,73,96,106.38,5,0
2022-03-12,S004,P0009,103,137,124.42,10,0
2022-03-12,S004,P0010,155,154,29.21,5,0
2022-03-12,S004,P0011,136,115,50.16,25,1
2022-03-12,S004,P0012,111,146,134.79,5,0
2022-03-12,S004,P0013,77,67,16.58,10,1
2022-03-12,S004,P0014,54,51,145.66,10,0
2022-03-12,S004,P0015,78,93,77.64,25,1
2022-03-12,S004,P0016,92,120,109.68,20,1
2022-03-12,S004,P0017,128,122,106.11,0,0
2022-03-12,S004,P0018,56,70,167.21,0,0
2022-03-12,S004,P0019,96,113,50.13,25,1
2022-03-12,S004,P0020,77,82,121.32,10,0
2022-03-12,S005,P0001,125,154,12.75,15,1
2022-03-12,S005,P0002,151,159,50.4,5,0
2022-03-12,S005,P0003,160,164,39.13,0,0
2022-03-12,S005,P0004,108,271,10.2,20,1
2022-03-12,S005,P0005,106,113,13.54,25,1
2022-03-12,S005,P0006,234,253,89.94,5,0
2022-03-12,S005,P0007,117,189,95.63,15,1
2022-03-12,S005,P0008,136,203,84.54,0,0
2022-03-12,S005,P0009,101,86,82.79,10,0
2022-03-12,S005,P0010,173,162,72.43,0,0
2022-03-12,S005,P0011,172,171,84.94,20,1
2022-03-12,S005,P0012,95,89,128.91,10,0
2022-03-12,S005,P0013,76,106,61.15,20,1
2022-03-12,S005,P0014,105,90,157.15,10,0
2022-03-12,S005,P0015,213,184,60.94,10,1
2022-03-12,S005,P0016,217,195,39.68,15,1
2022-03-12,S005,P0017,128,122,36.89,10,0
2022-03-12,S005,P0018,36,121,21.29,10,0
2022-03-12,S005,P0019,83,85,130.38,10,1
2022-03-12,S005,P0020,112,162,34.05,10,0
2022-03-13,S001,P0001,75,125,63.17,20,1
2022-03-13,S001,P0002,128,178,70.23,20,1
2022-03-13,S001,P0003,98,159,59.99,10,0
2022-03-13,S001,P0004,125,106,84.13,25,1
2022-03-13,S001,P0005,41,64,49.9,10,0
2022-03-13,S001,P0006,112,163,50.45,0,0
2022-03-13,S001,P0007,47,122,26.84,5,0
2022-03-13,S001,P0008,111,131,47.7,10,1
2022-03-13,S001,P0009,56,85,86.32,0,0
2022-03-13,S001,P0010,67,70,120.02,5,0
2022-03-13,S001,P0011,63,62,163.18,0,0
2022-03-13,S001,P0012,78,122,89.29,5,0
2022-03-13,S001,P0013,89,135,35.8,5,0
2022-03-13,S001,P0014,117,102,77.82,0,0
2022-03-13,S001,P0015,158,139,17.45,10,0
2022-03-13,S001,P0016,113,125,38.06,10,0
2022-03-13,S001,P0017,171,154,27.23,0,0
2022-03-13,S001,P0018,79,119,61.81,5,0
2022-03-13,S001,P0019,111,92,102.0,15,1
2022-03-13,S001,P0020,144,131,135.65,10,1
2022-03-13,S002,P0001,199,178,86.29,20,1
2022-03-13,S002,P0002,57,79,24.75,25,1
2022-03-13,S002,P0003,119,117,90.49,0,0
2022-03-13,S002,P0004,161,151,39.19,25,1
2022-03-13,S002,P0005,50,55,75.95,10,0
2022-03-13,S002,P0006,67,111,65.52,5,0
2022-03-13,S002,P0007,58,96,25.77,10,0
2022-03-13,S002,P0008,70,160,29.47,10,1
2022-03-13,S002,P0009,50,70,50.87,10,0
2022-03-13,S002,P0010,60,73,85.93,0,0
2022-03-13,S002,P0011,88,128,110.27,0,0
2022-03-13,S002,P0012,48,69,62.86,5,0
2022-03-13,S002,P0013,117,103,21.36,10,0
2022-03-13,S002,P0014,60,55,97.44,10,0
2022-03-13,S002,P0015,71,100,62.7,10,0
2022-03-13,S002,P0016,59,69,80.95,5,0
2022-03-13,S002,P0017,67,75,18.55,10,0
2022-03-13,S002,P0018,62,57,24.3,5,0
2022-03-13,S002,P0019,86,136,89.46,10,1
2022-03-13,S002,P0020,85,120,135.79,10,1
2022-03-13,S003,P0001,174,205,17.23,25,1
2022-03-13,S003,P0002,99,129,46.46,25,1
2022-03-13,S003,P0003,142,121,92.22,10,0
2022-03-13,S003,P0004,0,136,20.8,20,1
2022-03-13,S003,P0005,56,85,21.92,5,0
2022-03-13,S003,P0006,128,108,40.95,0,0
2022-03-13,S003,P0007,175,156,17.49,10,0
2022-03-13,S003,P0008,143,146,115.02,15,1
2022-03-13,S003,P0009,130,129,59.7,5,0
2022-03-13,S003,P0010,89,115,43.5,0,0
2022-03-13,S003,P0011,80,86,107.82,10,0
2022-03-13,S003,P0012,81,80,106.15,0,0
2022-03-13,S003,P0013,81,90,67.44,5,0
2022-03-13,S003,P0014,79,110,98.74,0,0
2022-03-13,S003,P0015,104,133,109.52,0,0
2022-03-13,S003,P0016,119,155,120.25,5,0
2022-03-13,S003,P0017,60,89,134.6,0,0
2022-03-13,S003,P0018,83,116,139.09,10,0
2022-03-13,S003,P0019,135,222,65.45,20,1
2022-03-13,S003,P0020,132,112,58.79,25,1
