Date,Store ID,Product ID,Inventory Level,Units Ordered,Competitor Pricing
2022-04-14,S002,P0007,453,51,65.47
2022-04-14,S002,P0008,58,107,25.06
2022-04-14,S002,P0009,247,119,9.77
2022-04-14,S002,P0010,468,178,48.22
2022-04-14,S002,P0011,169,31,58.04
2022-04-14,S002,P0012,221,168,91.92
2022-04-14,S002,P0013,128,181,82.45
2022-04-14,S002,P0014,336,88,15.83
2022-04-14,S002,P0015,159,40,29.18
2022-04-14,S002,P0016,214,154,29.21
2022-04-14,S002,P0017,191,47,39.0
2022-04-14,S002,P0018,81,126,56.03
2022-04-14,S002,P0019,470,65,65.59
2022-04-14,S002,P0020,348,167,22.7
2022-04-14,S003,P0001,50,173,31.4
2022-04-14,S003,P0002,413,65,62.46
2022-04-14,S003,P0003,421,86,65.9
2022-04-14,S003,P0004,153,37,19.08
2022-04-14,S003,P0005,368,128,50.16
2022-04-14,S003,P0006,132,94,83.24
2022-04-14,S003,P0007,382,105,50.55
2022-04-14,S003,P0008,344,35,34.84
2022-04-14,S003,P0009,132,195,102.02
2022-04-14,S003,P0010,61,55,32.95
2022-04-14,S003,P0011,93,26,93.38
2022-04-14,S003,P0012,101,145,85.04
2022-04-14,S003,P0013,497,99,79.14
2022-04-14,S003,P0014,178,55,37.19
2022-04-14,S003,P0015,203,170,17.52
2022-04-14,S003,P0016,117,26,91.71
2022-04-14,S003,P0017,268,183,31.94
2022-04-14,S003,P0018,159,163,63.11
2022-04-14,S003,P0019,298,125,25.68
2022-04-14,S003,P0020,408,57,83.43
2022-04-14,S004,P0001,164,81,47.49
2022-04-14,S004,P0002,401,122,42.69
2022-04-14,S004,P0003,374,58,21.49
2022-04-14,S004,P0004,114,130,21.17
2022-04-14,S004,P0005,249,44,92.0
2022-04-14,S004,P0006,461,109,37.7
2022-04-14,S004,P0007,257,46,62.98
2022-04-14,S004,P0008,333,28,90.06
2022-04-14,S004,P0009,341,68,92.79
2022-04-14,S004,P0010,297,98,85.26
2022-04-14,S004,P0011,284,94,39.46
2022-04-14,S004,P0012,485,139,45.26
2022-04-14,S004,P0013,151,197,31.74
2022-04-14,S004,P0014,231,169,66.31
2022-04-14,S004,P0015,244,69,67.66
2022-04-14,S004,P0016,382,172,93.13
2022-04-14,S004,P0017,93,130,58.99
2022-04-14,S004,P0018,269,81,77.29
2022-04-14,S004,P0019,331,88,67.6
2022-04-14,S004,P0020,190,73,47.51
2022-04-14,S005,P0001,445,73,94.51
2022-04-14,S005,P0002,288,88,90.14
2022-04-14,S005,P0003,500,127,38.1
2022-04-14,S005,P0004,104,55,15.58
2022-04-14,S005,P0005,191,188,41.56
2022-04-14,S005,P0006,337,98,27.52
2022-04-14,S005,P0007,70,134,48.65
2022-04-14,S005,P0008,464,187,65.67
2022-04-14,S005,P0009,157,129,74.48
2022-04-14,S005,P0010,429,84,26.75
2022-04-14,S005,P0011,271,51,85.47
2022-04-14,S005,P0012,373,122,32.39
2022-04-14,S005,P0013,384,199,17.99
2022-04-14,S005,P0014,433,38,91.11
2022-04-14,S005,P0015,194,87,72.72
2022-04-14,S005,P0016,271,47,44.52
2022-04-14,S005,P0017,407,190,67.06
2022-04-14,S005,P0018,405,85,28.36
2022-04-14,S005,P0019,96,150,76.9
2022-04-14,S005,P0020,327,110,23.03
2022-04-15,S001,P0001,136,165,90.95
2022-04-15,S001,P0002,317,148,70.79
2022-04-15,S001,P0003,215,195,38.98
2022-04-15,S001,P0004,225,160,64.07
2022-04-15,S001,P0005,118,144,27.86
2022-04-15,S001,P0006,303,36,100.21
2022-04-15,S001,P0007,486,99,23.36
2022-04-15,S001,P0008,182,192,96.18
2022-04-15,S001,P0009,207,49,17.27
2022-04-15,S001,P0010,499,101,76.5
2022-04-15,S001,P0011,313,164,31.48
2022-04-15,S001,P0012,126,84,17.29
2022-04-15,S001,P0013,403,91,52.63
2022-04-15,S001,P0014,344,168,97.48
2022-04-15,S001,P0015,169,125,58.76
2022-04-15,S001,P0016,77,69,92.78
2022-04-15,S001,P0017,182,173,59.71
2022-04-15,S001,P0018,76,180,90.42
2022-04-15,S001,P0019,116,103,90.43
2022-04-15,S001,P0020,155,134,101.5
2022-04-15,S002,P0001,117,143,46.04
2022-04-15,S002,P0002,352,192,98.89
2022-04-15,S002,P0003,477,133,75.35
2022-04-15,S002,P0004,480,63,37.55
2022-04-15,S002,P0005,312,137,43.39
2022-04-15,S002,P0006,384,126,73.84
2022-04-15,S002,P0007,179,83,58.66
2022-04-15,S002,P0008,193,120,17.71
2022-04-15,S002,P0009,386,96,29.62
2022-04-15,S002,P0010,261,159,20.22
2022-04-15,S002,P0011,136,99,52.67
2022-04-15,S002,P0012,260,22,42.53
2022-04-15,S002,P0013,73,24,100.46
2022-04-15,S002,P0014,164,195,101.02
2022-04-15,S002,P0015,428,184,32.46
2022-04-15,S002,P0016,386,78,19.98
2022-04-15,S002,P0017,382,136,46.28
2022-04-15,S002,P0018,224,148,79.7
2022-04-15,S002,P0019,169,119,76.82
2022-04-15,S002,P0020,71,165,93.78
2022-04-15,S003,P0001,481,73,53.01
2022-04-15,S003,P0002,172,100,28.31
2022-04-15,S003,P0003,480,115,48.79
2022-04-15,S003,P0004,105,84,8.6
2022-04-15,S003,P0005,234,118,70.99
2022-04-15,S003,P0006,439,27,90.98
2022-04-15,S003,P0007,405,27,77.99
2022-04-15,S003,P0008,478,126,47.32
2022-04-15,S003,P0009,441,187,77.78
2022-04-15,S003,P0010,173,80,84.02
2022-04-15,S003,P0011,285,199,39.04
2022-04-15,S003,P0012,345,119,30.09
2022-04-15,S003,P0013,382,113,69.25
2022-04-15,S003,P0014,366,103,46.07
2022-04-15,S003,P0015,62,131,95.99
2022-04-15,S003,P0016,454,148,57.87
2022-04-15,S003,P0017,497,78,10.95
2022-04-15,S003,P0018,82,74,78.46
2022-04-15,S003,P0019,247,66,95.04
2022-04-15,S003,P0020,216,34,36.01
2022-04-15,S004,P0001,472,177,36.92
2022-04-15,S004,P0002,345,64,53.67
2022-04-15,S004,P0003,191,128,19.27
2022-04-15,S004,P0004,88,27,81.77
2022-04-15,S004,P0005,237,149,87.21
2022-04-15,S004,P0006,409,138,20.78
2022-04-15,S004,P0007,64,89,24.56
2022-04-15,S004,P0008,69,47,12.61
2022-04-15,S004,P0009,144,119,16.85
2022-04-15,S004,P0010,317,178,18.95
2022-04-15,S004,P0011,157,48,60.34
2022-04-15,S004,P0012,185,195,54.06
2022-04-15,S004,P0013,454,142,87.14
2022-04-15,S004,P0014,471,176,71.02
2022-04-15,S004,P0015,344,147,55.34
2022-04-15,S004,P0016,233,54,96.35
2022-04-15,S004,P0017,281,100,15.29
2022-04-15,S004,P0018,225,66,14.97
2022-04-15,S004,P0019,290,189,11.28
2022-04-15,S004,P0020,401,124,73.4
2022-04-15,S005,P0001,425,61,26.14
2022-04-15,S005,P0002,355,101,15.67
2022-04-15,S005,P0003,470,170,41.43
2022-04-15,S005,P0004,295,40,14.08
2022-04-15,S005,P0005,157,101,42.07
2022-04-15,S005,P0006,393,129,102.9
2022-04-15,S005,P0007,150,56,75.16
2022-04-15,S005,P0008,298,143,39.32
2022-04-15,S005,P0009,408,42,18.53
2022-04-15,S005,P0010,270,60,54.61
2022-04-15,S005,P0011,287,62,101.2
2022-04-15,S005,P0012,134,182,74.41
2022-04-15,S005,P0013,323,128,71.17
2022-04-15,S005,P0014,367,108,58.25
2022-04-15,S005,P0015,298,125,45.52
2022-04-15,S005,P0016,443,185,46.78
2022-04-15,S005,P0017,451,193,65.29
2022-04-15,S005,P0018,415,165,72.27
2022-04-15,S005,P0019,308,32,68.03
2022-04-15,S005,P0020,130,21,18.9
2022-04-16,S001,P0001,445,43,78.85
2022-04-16,S001,P0002,280,138,28.62
2022-04-16,S001,P0003,320,180,75.19
2022-04-16,S001,P0004,117,151,62.25
2022-04-16,S001,P0005,288,170,97.96
2022-04-16,S001,P0006,124,200,20.44
2022-04-16,S001,P0007,204,172,53.34
2022-04-16,S001,P0008,101,22,60.81
2022-04-16,S001,P0009,335,31,81.65
2022-04-16,S001,P0010,440,48,67.96
2022-04-16,S001,P0011,351,190,50.22
2022-04-16,S001,P0012,291,127,101.47
2022-04-16,S001,P0013,332,158,48.21
2022-04-16,S001,P0014,224,153,70.71
2022-04-16,S001,P0015,54,193,29.43
2022-04-16,S001,P0016,72,116,41.72
2022-04-16,S001,P0017,445,33,76.3
2022-04-16,S001,P0018,92,86,100.61
2022-04-16,S001,P0019,171,23,21.54
2022-04-16,S001,P0020,253,131,38.8
2022-04-16,S002,P0001,344,70,73.96
2022-04-16,S002,P0002,65,50,39.1
2022-04-16,S002,P0003,420,55,26.46
2022-04-16,S002,P0004,60,166,78.43
2022-04-16,S002,P0005,255,45,32.59
2022-04-16,S002,P0006,134,85,75.92
2022-04-16,S002,P0007,90,168,13.0
2022-04-16,S002,P0008,148,30,68.03
2022-04-16,S002,P0009,321,90,62.12
2022-04-16,S002,P0010,210,107,75.14
2022-04-16,S002,P0011,53,113,89.05
2022-04-16,S002,P0012,430,122,54.59
2022-04-16,S002,P0013,430,33,33.88
2022-04-16,S002,P0014,92,161,91.69
2022-04-16,S002,P0015,245,120,100.91
2022-04-16,S002,P0016,367,190,79.77
2022-04-16,S002,P0017,72,29,69.99
2022-04-16,S002,P0018,432,135,21.35
2022-04-16,S002,P0019,75,107,92.58
2022-04-16,S002,P0020,291,31,35.57
2022-04-16,S003,P0001,269,188,95.17
2022-04-16,S003,P0002,83,82,94.01
2022-04-16,S003,P0003,324,25,16.14
2022-04-16,S003,P0004,246,29,38.75
2022-04-16,S003,P0005,299,46,15.9
2022-04-16,S003,P0006,384,173,90.79
2022-04-16,S003,P0007,347,109,57.74
2022-04-16,S003,P0008,221,136,95.59
2022-04-16,S003,P0009,130,70,38.08
2022-04-16,S003,P0010,142,153,29.6
2022-04-16,S003,P0011,313,185,84.4
2022-04-16,S003,P0012,337,102,76.41
2022-04-16,S003,P0013,320,56,55.88
2022-04-16,S003,P0014,451,68,90.5
2022-04-16,S003,P0015,265,87,96.56
2022-04-16,S003,P0016,237,79,45.92
2022-04-16,S003,P0017,205,26,93.42
2022-04-16,S003,P0018,231,116,89.12
2022-04-16,S003,P0019,89,150,31.13
2022-04-16,S003,P0020,384,41,88.54
2022-04-16,S004,P0001,289,144,85.63
2022-04-16,S004,P0002,95,129,96.34
2022-04-16,S004,P0003,333,99,27.85
2022-04-16,S004,P0004,198,41,81.0
2022-04-16,S004,P0005,446,109,22.05
2022-04-16,S004,P0006,379,88,41.39
2022-04-16,S004,P0007,327,172,29.59
2022-04-16,S004,P0008,166,26,81.47
2022-04-16,S004,P0009,151,148,28.66
2022-04-16,S004,P0010,154,158,49.76
2022-04-16,S004,P0011,109,165,98.56
2022-04-16,S004,P0012,75,50,98.03
2022-04-16,S004,P0013,300,126,18.66
2022-04-16,S004,P0014,54,68,98.87
2022-04-16,S004,P0015,424,96,46.21
2022-04-16,S004,P0016,173,37,43.65
2022-04-16,S004,P0017,485,187,74.46
2022-04-16,S004,P0018,212,20,40.35
2022-04-16,S004,P0019,227,96,17.49
2022-04-16,S004,P0020,479,51,87.59
2022-04-16,S005,P0001,202,187,76.3
2022-04-16,S005,P0002,219,142,78.49
2022-04-16,S005,P0003,302,157,55.73
2022-04-16,S005,P0004,302,48,86.77
2022-04-16,S005,P0005,435,32,40.67
2022-04-16,S005,P0006,116,142,83.39
2022-04-16,S005,P0007,265,175,42.88
2022-04-16,S005,P0008,477,109,89.65
2022-04-16,S005,P0009,268,163,65.83
2022-04-16,S005,P0010,104,182,38.56
2022-04-16,S005,P0011,209,72,23.67
2022-04-16,S005,P0012,236,179,65.52
2022-04-16,S005,P0013,117,164,92.99
2022-04-16,S005,P0014,472,96,46.4
2022-04-16,S005,P0015,116,79,95.94
2022-04-16,S005,P0016,226,199,89.21
2022-04-16,S005,P0017,202,82,52.25
2022-04-16,S005,P0018,50,127,92.9
2022-04-16,S005,P0019,419,80,22.78
2022-04-16,S005,P0020,283,33,77.97
2022-04-17,S001,P0001,396,109,71.54
2022-04-17,S001,P0002,230,61,89.0
2022-04-17,S001,P0003,399,68,85.78
2022-04-17,S001,P0004,204,156,59.19
2022-04-17,S001,P0005,449,42,66.69
2022-04-17,S001,P0006,257,136,86.68
2022-04-17,S001,P0007,59,117,51.91
2022-04-17,S001,P0008,68,49,78.74
2022-04-17,S001,P0009,166,119,65.54
2022-04-17,S001,P0010,400,81,66.51
2022-04-17,S001,P0011,182,43,94.99
2022-04-17,S001,P0012,432,71,50.44
2022-04-17,S001,P0013,272,146,46.67
2022-04-17,S001,P0014,470,66,21.82
2022-04-17,S001,P0015,197,139,84.23
2022-04-17,S001,P0016,382,157,82.98
2022-04-17,S001,P0017,229,75,40.08
2022-04-17,S001,P0018,162,186,93.69
2022-04-17,S001,P0019,243,157,45.72
2022-04-17,S001,P0020,398,143,40.34
2022-04-17,S002,P0001,381,153,33.56
2022-04-17,S002,P0002,451,81,47.7
2022-04-17,S002,P0003,67,38,52.68
2022-04-17,S002,P0004,350,67,52.41
2022-04-17,S002,P0005,310,79,43.88
2022-04-17,S002,P0006,291,52,21.68
2022-04-17,S002,P0007,471,135,41.12
2022-04-17,S002,P0008,69,116,59.24
2022-04-17,S002,P0009,83,43,49.94
2022-04-17,S002,P0010,392,111,66.94
2022-04-17,S002,P0011,114,55,74.28
2022-04-17,S002,P0012,85,109,81.23
2022-04-17,S002,P0013,327,105,82.51
2022-04-17,S002,P0014,316,121,85.46
2022-04-17,S002,P0015,128,70,75.23
2022-04-17,S002,P0016,111,174,83.3
2022-04-17,S002,P0017,499,104,45.54
2022-04-17,S002,P0018,50,45,88.95
2022-04-17,S002,P0019,286,193,29.29
2022-04-17,S002,P0020,494,191,56.24
2022-04-17,S003,P0001,251,35,90.41
2022-04-17,S003,P0002,353,128,65.97
2022-04-17,S003,P0003,242,39,90.99
2022-04-17,S003,P0004,191,91,71.47
2022-04-17,S003,P0005,267,186,69.95
2022-04-17,S003,P0006,58,62,44.12
2022-04-17,S003,P0007,413,120,77.37
2022-04-17,S003,P0008,358,152,94.67
2022-04-17,S003,P0009,129,144,22.48
2022-04-17,S003,P0010,82,97,83.4
2022-04-17,S003,P0011,154,86,63.17
2022-04-17,S003,P0012,98,152,16.28
2022-04-17,S003,P0013,467,121,61.02
2022-04-17,S003,P0014,438,146,70.83
2022-04-17,S003,P0015,321,187,68.18
2022-04-17,S003,P0016,465,98,29.82
2022-04-17,S003,P0017,95,78,11.99
2022-04-17,S003,P0018,466,143,42.21
2022-04-17,S003,P0019,386,171,55.01
2022-04-17,S003,P0020,287,145,97.55
2022-04-17,S004,P0001,368,159,50.1
2022-04-17,S004,P0002,167,114,90.91
2022-04-17,S004,P0003,203,91,46.29
2022-04-17,S004,P0004,418,21,13.33
2022-04-17,S004,P0005,77,191,56.95
2022-04-17,S004,P0006,288,190,99.16
2022-04-17,S004,P0007,207,56,52.44
2022-04-17,S004,P0008,288,102,37.5
2022-04-17,S004,P0009,253,175,80.65
2022-04-17,S004,P0010,289,48,14.3
2022-04-17,S004,P0011,289,167,83.16
2022-04-17,S004,P0012,110,59,57.31
2022-04-17,S004,P0013,443,108,17.62
2022-04-17,S004,P0014,476,65,55.15
2022-04-17,S004,P0015,246,123,31.95
2022-04-17,S004,P0016,462,64,50.79
2022-04-17,S004,P0017,426,36,83.46
2022-04-17,S004,P0018,373,84,78.93
2022-04-17,S004,P0019,461,35,64.77
2022-04-17,S004,P0020,187,114,19.53
2022-04-17,S005,P0001,112,151,28.89
2022-04-17,S005,P0002,379,167,48.0
2022-04-17,S005,P0003,361,174,94.07
2022-04-17,S005,P0004,457,93,65.71
2022-04-17,S005,P0005,379,83,67.74
2022-04-17,S005,P0006,429,168,60.86
2022-04-17,S005,P0007,277,77,52.16
2022-04-17,S005,P0008,72,45,37.5
2022-04-17,S005,P0009,343,44,62.51
2022-04-17,S005,P0010,471,90,31.77
2022-04-17,S005,P0011,475,102,47.01
2022-04-17,S005,P0012,173,55,16.53
2022-04-17,S005,P0013,156,182,32.34
2022-04-17,S005,P0014,395,94,14.81
2022-04-17,S005,P0015,159,58,71.18
2022-04-17,S005,P0016,435,100,27.2
2022-04-17,S005,P0017,451,50,96.9
2022-04-17,S005,P0018,406,97,97.16
2022-04-17,S005,P0019,147,173,100.85
2022-04-17,S005,P0020,274,28,53.79
2022-04-18,S001,P0001,319,185,50.51
2022-04-18,S001,P0002,319,99,47.76
2022-04-18,S001,P0003,470,145,30.71
2022-04-18,S001,P0004,246,72,81.68
2022-04-18,S001,P0005,258,187,86.31
2022-04-18,S001,P0006,494,83,78.14
2022-04-18,S001,P0007,115,108,80.88
2022-04-18,S001,P0008,98,57,83.25
2022-04-18,S001,P0009,356,186,70.34
2022-04-18,S001,P0010,412,174,77.94
2022-04-18,S001,P0011,488,101,42.32
2022-04-18,S001,P0012,199,75,100.64
2022-04-18,S001,P0013,254,54,30.97
2022-04-18,S001,P0014,385,81,54.11
2022-04-18,S001,P0015,457,137,54.96
2022-04-18,S001,P0016,430,109,57.14
2022-04-18,S001,P0017,235,188,75.89
2022-04-18,S001,P0018,177,56,94.59
2022-04-18,S001,P0019,288,50,65.14
2022-04-18,S001,P0020,215,51,97.99
2022-04-18,S002,P0001,131,75,97.6
2022-04-18,S002,P0002,422,142,61.24
2022-04-18,S002,P0003,302,99,97.51
2022-04-18,S002,P0004,70,107,88.51
2022-04-18,S002,P0005,188,81,64.17
2022-04-18,S002,P0006,378,187,40.1
2022-04-18,S002,P0007,368,176,37.88
2022-04-18,S002,P0008,334,190,96.84
2022-04-18,S002,P0009,378,70,76.6
2022-04-18,S002,P0010,487,124,49.2
2022-04-18,S002,P0011,65,121,15.55
2022-04-18,S002,P0012,457,198,63.43
2022-04-18,S002,P0013,394,120,18.08
2022-04-18,S002,P0014,260,127,82.98
2022-04-18,S002,P0015,148,148,78.14
2022-04-18,S002,P0016,111,83,96.73
2022-04-18,S002,P0017,87,22,76.91
2022-04-18,S002,P0018,357,123,14.81
2022-04-18,S002,P0019,84,185,70.03
2022-04-18,S002,P0020,101,171,14.39
2022-04-18,S003,P0001,167,135,16.16
2022-04-18,S003,P0002,183,176,48.99
2022-04-18,S003,P0003,471,67,9.36
2022-04-18,S003,P0004,119,158,63.65
2022-04-18,S003,P0005,420,123,23.67
2022-04-18,S003,P0006,489,101,95.18
2022-04-18,S003,P0007,243,195,50.47
2022-04-18,S003,P0008,493,123,79.19
2022-04-18,S003,P0009,231,99,39.34
2022-04-18,S003,P0010,403,101,92.33
2022-04-18,S003,P0011,107,87,28.21
2022-04-18,S003,P0012,401,35,73.17
2022-04-18,S003,P0013,110,196,56.58
2022-04-18,S003,P0014,251,40,76.9
2022-04-18,S003,P0015,337,180,39.64
2022-04-18,S003,P0016,74,151,47.43
2022-04-18,S003,P0017,294,89,19.35
2022-04-18,S003,P0018,112,141,56.62
2022-04-18,S003,P0019,493,200,45.07
2022-04-18,S003,P0020,329,82,14.72
2022-04-18,S004,P0001,423,196,46.34
2022-04-18,S004,P0002,400,199,89.16
2022-04-18,S004,P0003,126,132,104.0
2022-04-18,S004,P0004,465,32,59.78
2022-04-18,S004,P0005,471,80,8.45
2022-04-18,S004,P0006,449,58,64.15
2022-04-18,S004,P0007,481,61,47.14
2022-04-18,S004,P0008,353,143,39.45
2022-04-18,S004,P0009,193,37,79.19
2022-04-18,S004,P0010,415,135,61.5
2022-04-18,S004,P0011,289,173,19.31
2022-04-18,S004,P0012,84,131,72.9
2022-04-18,S004,P0013,447,23,52.42
2022-04-18,S004,P0014,55,56,88.08
2022-04-18,S004,P0015,361,27,40.64
2022-04-18,S004,P0016,356,39,42.41
2022-04-18,S004,P0017,211,53,32.69
2022-04-18,S004,P0018,385,192,89.27
2022-04-18,S004,P0019,219,72,29.3
2022-04-18,S004,P0020,97,130,80.0
2022-04-18,S005,P0001,416,152,15.83
2022-04-18,S005,P0002,212,30,46.48
2022-04-18,S005,P0003,173,22,41.18
2022-04-18,S005,P0004,309,44,27.81
2022-04-18,S005,P0005,109,158,52.9
2022-04-18,S005,P0006,314,37,21.55
2022-04-18,S005,P0007,327,109,43.21
2022-04-18,S005,P0008,468,138,72.07
2022-04-18,S005,P0009,89,42,79.06
2022-04-18,S005,P0010,225,49,67.97
2022-04-18,S005,P0011,500,83,72.69
2022-04-18,S005,P0012,272,174,80.79
2022-04-18,S005,P0013,274,45,61.43
2022-04-18,S005,P0014,214,157,42.19
2022-04-18,S005,P0015,375,173,34.62
2022-04-18,S005,P0016,437,31,9.09
2022-04-18,S005,P0017,384,100,22.81
2022-04-18,S005,P0018,287,159,95.97
2022-04-18,S005,P0019,112,85,63.54
2022-04-18,S005,P0020,120,190,13.29
2022-04-19,S001,P0001,60,195,62.37
2022-04-19,S001,P0002,450,102,51.1
2022-04-19,S001,P0003,397,52,57.51
2022-04-19,S001,P0004,277,44,76.11
2022-04-19,S001,P0005,277,33,88.79
2022-04-19,S001,P0006,208,122,55.29
2022-04-19,S001,P0007,167,128,56.01
2022-04-19,S001,P0008,178,182,69.15
2022-04-19,S001,P0009,58,61,24.55
2022-04-19,S001,P0010,456,91,77.18
2022-04-19,S001,P0011,159,43,68.69
2022-04-19,S001,P0012,67,62,46.07
2022-04-19,S001,P0013,204,42,28.2
2022-04-19,S001,P0014,136,125,14.51
2022-04-19,S001,P0015,152,148,35.41
2022-04-19,S001,P0016,158,181,61.2
2022-04-19,S001,P0017,234,21,52.19
2022-04-19,S001,P0018,369,74,70.1
2022-04-19,S001,P0019,349,139,33.56
2022-04-19,S001,P0020,326,158,26.53
2022-04-19,S002,P0001,478,147,28.22
2022-04-19,S002,P0002,475,94,30.07
2022-04-19,S002,P0003,462,70,67.57
2022-04-19,S002,P0004,456,72,99.0
2022-04-19,S002,P0005,253,22,37.89
2022-04-19,S002,P0006,302,191,23.83
2022-04-19,S002,P0007,293,149,65.75
2022-04-19,S002,P0008,130,167,79.38
2022-04-19,S002,P0009,414,107,79.45
2022-04-19,S002,P0010,364,64,17.26
2022-04-19,S002,P0011,60,185,74.71
2022-04-19,S002,P0012,346,40,94.56
2022-04-19,S002,P0013,198,149,88.02
2022-04-19,S002,P0014,414,187,28.78
2022-04-19,S002,P0015,166,39,83.11
2022-04-19,S002,P0016,396,162,15.44
2022-04-19,S002,P0017,122,140,98.18
2022-04-19,S002,P0018,464,170,15.96
2022-04-19,S002,P0019,487,81,62.93
2022-04-19,S002,P0020,411,122,85.13
2022-04-19,S003,P0001,257,147,36.09
2022-04-19,S003,P0002,300,43,26.47
2022-04-19,S003,P0003,161,200,40.14
2022-04-19,S003,P0004,292,191,87.45
2022-04-19,S003,P0005,72,192,60.65
2022-04-19,S003,P0006,261,132,78.66
2022-04-19,S003,P0007,195,194,24.21
2022-04-19,S003,P0008,485,72,16.17
2022-04-19,S003,P0009,460,143,28.84
2022-04-19,S003,P0010,55,20,62.72
2022-04-19,S003,P0011,423,149,55.59
2022-04-19,S003,P0012,312,126,48.37
2022-04-19,S003,P0013,118,58,100.61
2022-04-19,S003,P0014,399,117,94.92
2022-04-19,S003,P0015,420,34,42.22
2022-04-19,S003,P0016,269,95,90.06
2022-04-19,S003,P0017,498,195,45.38
2022-04-19,S003,P0018,489,112,74.85
2022-04-19,S003,P0019,126,177,44.38
2022-04-19,S003,P0020,455,129,73.84
2022-04-19,S004,P0001,446,171,95.86
2022-04-19,S004,P0002,379,87,94.68
2022-04-19,S004,P0003,379,122,8.11
2022-04-19,S004,P0004,224,125,18.83
2022-04-19,S004,P0005,216,20,51.09
2022-04-19,S004,P0006,381,88,89.54
2022-04-19,S004,P0007,475,120,83.54
2022-04-19,S004,P0008,101,134,31.6
2022-04-19,S004,P0009,408,45,79.84
2022-04-19,S004,P0010,251,149,74.4
2022-04-19,S004,P0011,67,193,41.69
2022-04-19,S004,P0012,229,196,53.75
2022-04-19,S004,P0013,480,135,49.89
2022-04-19,S004,P0014,389,165,66.24
2022-04-19,S004,P0015,91,123,47.64
2022-04-19,S004,P0016,145,71,45.59
2022-04-19,S004,P0017,81,123,25.55
2022-04-19,S004,P0018,260,59,35.9
2022-04-19,S004,P0019,119,102,73.7
2022-04-19,S004,P0020,209,149,23.97
2022-04-19,S005,P0001,92,62,66.44
2022-04-19,S005,P0002,297,123,13.69
2022-04-19,S005,P0003,432,164,77.07
2022-04-19,S005,P0004,403,96,64.44
2022-04-19,S005,P0005,138,66,48.93
2022-04-19,S005,P0006,251,98,61.46
2022-04-19,S005,P0007,311,153,50.46
2022-04-19,S005,P0008,120,87,43.47
2022-04-19,S005,P0009,271,145,70.89
2022-04-19,S005,P0010,57,44,26.22
2022-04-19,S005,P0011,495,133,63.39
2022-04-19,S005,P0012,463,199,17.83
2022-04-19,S005,P0013,153,129,56.83
2022-04-19,S005,P0014,292,151,43.66
2022-04-19,S005,P0015,99,149,22.56
2022-04-19,S005,P0016,425,94,51.44
2022-04-19,S005,P0017,187,81,71.83
2022-04-19,S005,P0018,283,155,96.86
2022-04-19,S005,P0019,422,70,10.77
2022-04-19,S005,P0020,418,54,57.82
2022-04-20,S001,P0001,164,131,13.27
2022-04-20,S001,P0002,214,51,26.67
2022-04-20,S001,P0003,133,42,72.79
2022-04-20,S001,P0004,244,154,68.16
2022-04-20,S001,P0005,134,52,91.36
2022-04-20,S001,P0006,334,127,91.65
2022-04-20,S001,P0007,278,98,59.6
2022-04-20,S001,P0008,489,180,22.8
2022-04-20,S001,P0009,130,39,21.9
2022-04-20,S001,P0010,341,26,74.28
2022-04-20,S001,P0011,395,145,11.23
2022-04-20,S001,P0012,178,78,84.54
2022-04-20,S001,P0013,269,166,57.37
2022-04-20,S001,P0014,487,79,17.13
2022-04-20,S001,P0015,483,115,95.89
2022-04-20,S001,P0016,62,134,79.56
2022-04-20,S001,P0017,176,28,89.74
2022-04-20,S001,P0018,379,178,78.6
2022-04-20,S001,P0019,226,113,18.48
2022-04-20,S001,P0020,477,99,73.29
2022-04-20,S002,P0001,338,167,27.21
2022-04-20,S002,P0002,150,178,21.26
2022-04-20,S002,P0003,285,83,99.17
2022-04-20,S002,P0004,174,75,89.75
2022-04-20,S002,P0005,349,73,76.11
2022-04-20,S002,P0006,350,180,44.17
2022-04-20,S002,P0007,184,56,65.25
2022-04-20,S002,P0008,495,137,92.04
2022-04-20,S002,P0009,76,97,8.07
2022-04-20,S002,P0010,498,23,46.16
2022-04-20,S002,P0011,159,33,79.51
2022-04-20,S002,P0012,271,60,30.64
2022-04-20,S002,P0013,491,76,34.79
2022-04-20,S002,P0014,323,92,49.95
2022-04-20,S002,P0015,145,129,43.31
2022-04-20,S002,P0016,182,83,63.53
2022-04-20,S002,P0017,226,142,49.61
2022-04-20,S002,P0018,54,116,72.23
2022-04-20,S002,P0019,435,71,35.24
2022-04-20,S002,P0020,186,102,64.68
2022-04-20,S003,P0001,175,190,89.75
2022-04-20,S003,P0002,92,84,104.42
2022-04-20,S003,P0003,337,159,24.27
2022-04-20,S003,P0004,97,71,70.22
2022-04-20,S003,P0005,224,124,69.68
2022-04-20,S003,P0006,174,157,74.03
2022-04-20,S003,P0007,418,187,28.54
2022-04-20,S003,P0008,85,182,77.45
2022-04-20,S003,P0009,311,138,85.8
2022-04-20,S003,P0010,163,102,80.48
2022-04-20,S003,P0011,212,149,55.64
2022-04-20,S003,P0012,146,44,45.8
2022-04-20,S003,P0013,241,123,87.75
2022-04-20,S003,P0014,171,181,43.75
2022-04-20,S003,P0015,164,68,45.45
2022-04-20,S003,P0016,353,174,50.76
2022-04-20,S003,P0017,60,138,66.56
2022-04-20,S003,P0018,107,150,87.51
2022-04-20,S003,P0019,305,22,66.55
2022-04-20,S003,P0020,375,29,37.75
