Date,Store ID,Product ID,Units Sold,Price,Discount,Holiday/Promotion,Demand Forecast
2022-08-07,S003,P0017,199,97.58,10,1,214.16
2022-08-07,S003,P0018,73,28.38,15,0,74.32
2022-08-07,S003,P0019,175,98.39,15,1,187.0
2022-08-07,S003,P0020,15,39.4,15,0,14.22
2022-08-07,S004,P0001,199,32.2,5,1,195.54
2022-08-07,S004,P0002,175,49.98,5,1,174.89
2022-08-07,S004,P0003,168,34.09,0,0,183.93
2022-08-07,S004,P0004,372,52.84,0,0,368.82
2022-08-07,S004,P0005,110,44.93,15,1,110.0
2022-08-07,S004,P0006,28,65.36,20,1,20.53
2022-08-07,S004,P0007,170,27.32,5,0,183.52
2022-08-07,S004,P0008,136,83.23,5,0,131.84
2022-08-07,S004,P0009,12,61.93,0,1,5.89
2022-08-07,S004,P0010,131,99.46,20,1,149.43
2022-08-07,S004,P0011,45,10.38,20,0,37.76
2022-08-07,S004,P0012,116,60.76,0,0,134.74
2022-08-07,S004,P0013,156,29.06,20,1,155.07
2022-08-07,S004,P0014,310,83.57,15,0,309.34
2022-08-07,S004,P0015,248,81.46,10,1,250.04
2022-08-07,S004,P0016,100,70.91,10,0,110.38
2022-08-07,S004,P0017,163,91.54,10,0,164.53
2022-08-07,S004,P0018,2,30.8,10,0,14.94
2022-08-07,S004,P0019,372,10.07,15,1,389.53
2022-08-07,S004,P0020,176,65.52,10,0,173.87
2022-08-07,S005,P0001,12,56.4,0,0,15.9
2022-08-07,S005,P0002,40,93.82,0,0,43.0
2022-08-07,S005,P0003,303,59.63,0,0,317.43
2022-08-07,S005,P0004,92,63.31,15,1,107.2
2022-08-07,S005,P0005,249,76.55,20,0,246.77
2022-08-07,S005,P0006,301,86.82,15,0,292.98
2022-08-07,S005,P0007,204,38.88,15,0,213.08
2022-08-07,S005,P0008,20,68.19,0,1,34.2
2022-08-07,S005,P0009,33,14.67,5,0,50.15
2022-08-07,S005,P0010,54,77.83,20,1,65.52
2022-08-07,S005,P0011,126,51.99,10,0,138.49
2022-08-07,S005,P0012,7,27.12,10,1,3.18
2022-08-07,S005,P0013,0,39.37,10,0,8.88
2022-08-07,S005,P0014,146,90.56,15,0,138.47
2022-08-07,S005,P0015,157,57.27,5,0,174.41
2022-08-07,S005,P0016,70,64.9,15,0,89.14
2022-08-07,S005,P0017,23,97.43,0,0,26.46
2022-08-07,S005,P0018,203,63.73,0,0,217.55
2022-08-07,S005,P0019,39,12.16,5,0,58.05
2022-08-07,S005,P0020,198,28.43,15,1,213.73
2022-08-08,S001,P0001,46,99.12,0,0,54.41
2022-08-08,S001,P0002,486,10.73,20,1,480.86
2022-08-08,S001,P0003,333,48.78,5,0,336.14
2022-08-08,S001,P0004,154,50.3,0,1,149.6
2022-08-08,S001,P0005,7,34.65,10,1,6.91
2022-08-08,S001,P0006,113,56.76,10,1,123.52
2022-08-08,S001,P0007,182,45.77,0,0,198.39
2022-08-08,S001,P0008,69,74.38,15,1,82.49
2022-08-08,S001,P0009,333,28.5,15,1,347.98
2022-08-08,S001,P0010,277,37.94,5,0,277.43
2022-08-08,S001,P0011,12,43.22,5,0,27.64
2022-08-08,S001,P0012,90,32.13,15,1,83.93
2022-08-08,S001,P0013,148,95.65,5,1,158.72
2022-08-08,S001,P0014,154,18.72,5,0,151.03
2022-08-08,S001,P0015,222,31.14,20,0,220.48
2022-08-08,S001,P0016,224,76.69,5,0,217.23
2022-08-08,S001,P0017,246,62.72,5,0,254.75
2022-08-08,S001,P0018,104,43.31,10,1,117.25
2022-08-08,S001,P0019,137,73.83,0,1,156.56
2022-08-08,S001,P0020,81,40.37,5,1,71.67
2022-08-08,S002,P0001,386,11.41,20,0,392.63
2022-08-08,S002,P0002,156,53.28,15,0,151.09
2022-08-08,S002,P0003,15,52.19,10,0,29.98
2022-08-08,S002,P0004,60,84.6,15,0,62.67
2022-08-08,S002,P0005,30,97.27,0,1,47.79
2022-08-08,S002,P0006,114,38.19,10,1,133.8
2022-08-08,S002,P0007,100,22.6,10,1,118.12
2022-08-08,S002,P0008,248,59.95,10,1,246.7
2022-08-08,S002,P0009,66,62.54,10,1,78.8
2022-08-08,S002,P0010,63,34.35,20,0,72.37
2022-08-08,S002,P0011,91,34.77,15,1,94.01
2022-08-08,S002,P0012,143,29.91,10,1,149.25
2022-08-08,S002,P0013,82,26.27,10,0,100.72
2022-08-08,S002,P0014,247,23.9,15,0,245.47
2022-08-08,S002,P0015,364,97.22,20,1,361.09
2022-08-08,S002,P0016,87,55.94,10,0,83.04
2022-08-08,S002,P0017,138,15.18,10,0,143.84
2022-08-08,S002,P0018,183,82.35,5,1,196.42
2022-08-08,S002,P0019,12,58.26,15,0,4.21
2022-08-08,S002,P0020,191,58.89,5,1,203.29
2022-08-08,S003,P0001,62,60.93,10,0,59.32
2022-08-08,S003,P0002,50,11.33,0,0,53.33
2022-08-08,S003,P0003,271,49.17,10,0,270.83
2022-08-08,S003,P0004,155,85.53,0,0,170.8
2022-08-08,S003,P0005,319,39.66,0,0,314.84
2022-08-08,S003,P0006,130,74.53,15,0,127.51
2022-08-08,S003,P0007,250,15.74,20,1,245.06
2022-08-08,S003,P0008,100,32.06,0,0,105.77
2022-08-08,S003,P0009,183,67.93,15,1,199.03
2022-08-08,S003,P0010,103,16.01,15,1,102.34
2022-08-08,S003,P0011,44,38.86,15,0,46.87
2022-08-08,S003,P0012,357,42.07,0,0,350.7
2022-08-08,S003,P0013,268,79.88,15,0,268.73
2022-08-08,S003,P0014,21,81.61,0,0,21.2
2022-08-08,S003,P0015,35,40.49,15,1,40.79
2022-08-08,S003,P0016,253,12.18,20,1,256.84
2022-08-08,S003,P0017,93,73.5,0,0,92.91
2022-08-08,S003,P0018,38,66.45,5,0,47.24
2022-08-08,S003,P0019,196,92.64,10,1,194.01
2022-08-08,S003,P0020,148,29.63,5,0,149.22
2022-08-08,S004,P0001,116,50.54,15,1,115.12
2022-08-08,S004,P0002,329,36.32,5,1,334.91
2022-08-08,S004,P0003,38,44.23,15,1,36.0
2022-08-08,S004,P0004,213,41.86,0,0,222.0
2022-08-08,S004,P0005,124,23.21,20,1,139.44
2022-08-08,S004,P0006,33,25.49,15,0,37.65
2022-08-08,S004,P0007,159,37.82,20,0,164.9
2022-08-08,S004,P0008,61,52.29,0,0,65.29
2022-08-08,S004,P0009,303,88.03,0,0,317.51
2022-08-08,S004,P0010,42,96.6,15,1,49.59
2022-08-08,S004,P0011,204,26.19,10,0,209.21
2022-08-08,S004,P0012,85,92.4,20,0,88.36
2022-08-08,S004,P0013,69,15.92,20,0,81.2
2022-08-08,S004,P0014,69,92.85,20,0,63.1
2022-08-08,S004,P0015,258,97.58,5,0,262.24
2022-08-08,S004,P0016,285,25.29,20,0,281.83
2022-08-08,S004,P0017,8,52.69,5,1,19.91
2022-08-08,S004,P0018,186,47.08,15,1,192.27
2022-08-08,S004,P0019,184,67.45,10,0,183.04
2022-08-08,S004,P0020,97,74.15,5,0,111.33
2022-08-08,S005,P0001,15,28.58,0,1,11.51
2022-08-08,S005,P0002,110,10.98,15,0,117.86
2022-08-08,S005,P0003,46,88.16,15,0,40.27
2022-08-08,S005,P0004,77,10.97,20,0,86.4
2022-08-08,S005,P0005,219,79.1,0,0,228.71
2022-08-08,S005,P0006,33,79.24,20,0,30.68
2022-08-08,S005,P0007,114,99.37,0,1,116.09
2022-08-08,S005,P0008,89,31.93,0,1,95.08
2022-08-08,S005,P0009,93,18.22,5,1,111.37
2022-08-08,S005,P0010,239,24.23,20,1,236.48
2022-08-08,S005,P0011,18,57.73,0,1,32.5
2022-08-08,S005,P0012,160,76.76,0,1,178.58
2022-08-08,S005,P0013,18,43.66,20,1,25.15
2022-08-08,S005,P0014,365,99.59,10,1,356.05
2022-08-08,S005,P0015,130,79.68,15,1,149.88
2022-08-08,S005,P0016,13,64.21,20,0,22.26
2022-08-08,S005,P0017,71,36.37,0,0,80.44
2022-08-08,S005,P0018,241,72.02,15,1,246.63
2022-08-08,S005,P0019,30,48.44,0,0,27.56
2022-08-08,S005,P0020,123,94.86,0,1,127.95
2022-08-09,S001,P0001,208,98.6,5,0,217.42
2022-08-09,S001,P0002,157,30.44,10,1,154.94
2022-08-09,S001,P0003,18,85.04,0,0,24.87
2022-08-09,S001,P0004,142,17.1,0,0,152.13
2022-08-09,S001,P0005,33,95.29,10,1,33.27
2022-08-09,S001,P0006,60,71.4,5,1,53.55
2022-08-09,S001,P0007,11,85.23,15,0,2.27
2022-08-09,S001,P0008,269,75.12,20,1,276.41
2022-08-09,S001,P0009,38,85.31,5,1,31.84
2022-08-09,S001,P0010,124,99.9,10,1,135.52
2022-08-09,S001,P0011,5,72.22,15,1,21.19
2022-08-09,S001,P0012,46,35.37,20,0,58.82
2022-08-09,S001,P0013,45,12.7,0,0,53.2
2022-08-09,S001,P0014,28,57.85,15,0,29.36
2022-08-09,S001,P0015,52,16.41,20,0,56.42
2022-08-09,S001,P0016,233,90.94,15,0,223.19
2022-08-09,S001,P0017,26,27.11,15,0,22.47
2022-08-09,S001,P0018,18,27.42,5,0,14.61
2022-08-09,S001,P0019,39,67.64,20,1,40.46
2022-08-09,S001,P0020,16,50.46,5,1,17.01
2022-08-09,S002,P0001,182,92.66,5,1,187.82
2022-08-09,S002,P0002,120,32.4,0,0,121.98
2022-08-09,S002,P0003,38,90.53,0,1,40.93
2022-08-09,S002,P0004,11,37.81,0,1,21.09
2022-08-09,S002,P0005,72,91.59,20,1,78.3
2022-08-09,S002,P0006,214,79.89,15,1,206.34
2022-08-09,S002,P0007,27,80.09,10,1,37.54
2022-08-09,S002,P0008,101,18.38,10,1,96.33
2022-08-09,S002,P0009,87,24.84,5,0,101.9
2022-08-09,S002,P0010,42,12.23,5,0,56.5
2022-08-09,S002,P0011,193,41.81,0,1,207.28
2022-08-09,S002,P0012,473,43.84,0,0,484.85
2022-08-09,S002,P0013,20,77.6,10,0,23.15
2022-08-09,S002,P0014,102,84.0,10,0,121.63
2022-08-09,S002,P0015,55,46.47,15,1,59.22
2022-08-09,S002,P0016,131,45.85,10,0,150.3
2022-08-09,S002,P0017,37,53.22,0,1,45.22
2022-08-09,S002,P0018,48,59.08,0,0,61.91
2022-08-09,S002,P0019,201,71.9,10,0,214.61
2022-08-09,S002,P0020,13,94.11,20,0,9.17
2022-08-09,S003,P0001,191,52.87,0,1,191.52
2022-08-09,S003,P0002,190,73.16,15,1,203.9
2022-08-09,S003,P0003,58,41.38,0,0,66.42
2022-08-09,S003,P0004,12,75.21,15,1,14.34
2022-08-09,S003,P0005,161,46.17,5,1,173.18
2022-08-09,S003,P0006,128,83.89,20,1,133.24
2022-08-09,S003,P0007,151,39.45,10,1,154.12
2022-08-09,S003,P0008,110,59.59,5,1,120.05
2022-08-09,S003,P0009,111,58.49,5,0,115.85
2022-08-09,S003,P0010,184,68.38,5,1,187.99
2022-08-09,S003,P0011,202,45.58,5,0,207.28
2022-08-09,S003,P0012,39,56.55,15,0,41.45
2022-08-09,S003,P0013,387,94.75,5,0,392.48
2022-08-09,S003,P0014,50,30.08,20,1,68.95
2022-08-09,S003,P0015,110,45.6,5,1,108.53
2022-08-09,S003,P0016,79,35.82,20,1,84.87
2022-08-09,S003,P0017,173,57.11,10,1,181.15
2022-08-09,S003,P0018,214,68.24,5,0,207.62
2022-08-09,S003,P0019,97,94.12,10,1,98.6
2022-08-09,S003,P0020,20,92.33,20,1,34.39
2022-08-09,S004,P0001,223,99.21,10,1,217.01
2022-08-09,S004,P0002,181,50.51,5,1,186.05
2022-08-09,S004,P0003,31,20.25,10,1,34.64
2022-08-09,S004,P0004,16,53.02,5,1,9.64
2022-08-09,S004,P0005,208,73.36,15,0,204.96
2022-08-09,S004,P0006,61,76.98,5,1,64.68
2022-08-09,S004,P0007,84,27.34,10,0,94.63
2022-08-09,S004,P0008,132,61.52,10,0,138.62
2022-08-09,S004,P0009,397,56.53,20,0,404.99
2022-08-09,S004,P0010,24,30.15,0,0,14.86
2022-08-09,S004,P0011,144,66.15,0,0,158.27
2022-08-09,S004,P0012,30,27.09,5,1,20.73
2022-08-09,S004,P0013,91,42.89,0,0,82.97
2022-08-09,S004,P0014,361,41.82,10,0,374.51
2022-08-09,S004,P0015,12,24.09,15,1,31.46
2022-08-09,S004,P0016,151,18.99,0,0,144.46
2022-08-09,S004,P0017,253,66.65,10,1,250.25
2022-08-09,S004,P0018,191,68.49,15,1,198.88
2022-08-09,S004,P0019,222,90.73,5,0,229.76
2022-08-09,S004,P0020,14,89.26,0,0,15.36
2022-08-09,S005,P0001,71,60.61,10,0,87.77
2022-08-09,S005,P0002,207,77.09,20,1,207.02
2022-08-09,S005,P0003,101,37.87,5,0,99.67
2022-08-09,S005,P0004,84,92.37,0,0,78.07
2022-08-09,S005,P0005,82,67.77,5,0,74.56
2022-08-09,S005,P0006,65,98.99,5,1,64.04
2022-08-09,S005,P0007,69,20.63,10,0,63.75
2022-08-09,S005,P0008,94,23.8,0,1,98.07
2022-08-09,S005,P0009,17,56.35,0,1,33.35
2022-08-09,S005,P0010,133,61.52,20,0,132.31
2022-08-09,S005,P0011,61,50.41,5,0,68.56
2022-08-09,S005,P0012,78,59.46,10,0,85.36
2022-08-09,S005,P0013,35,39.78,20,0,47.33
2022-08-09,S005,P0014,68,69.49,5,0,86.65
2022-08-09,S005,P0015,143,16.72,0,0,147.94
2022-08-09,S005,P0016,320,75.9,15,1,310.1
2022-08-09,S005,P0017,241,65.25,15,0,256.39
2022-08-09,S005,P0018,118,23.72,0,1,133.83
2022-08-09,S005,P0019,42,86.89,10,1,56.67
2022-08-09,S005,P0020,276,60.63,10,0,282.63
2022-08-10,S001,P0001,16,62.69,5,1,20.77
2022-08-10,S001,P0002,12,38.91,15,1,5.05
2022-08-10,S001,P0003,88,80.15,10,0,84.3
2022-08-10,S001,P0004,180,16.52,10,1,180.08
2022-08-10,S001,P0005,13,90.44,20,1,16.59
2022-08-10,S001,P0006,141,26.58,5,0,144.76
2022-08-10,S001,P0007,128,12.6,0,1,143.35
2022-08-10,S001,P0008,176,41.48,15,0,187.64
2022-08-10,S001,P0009,117,88.47,10,1,122.04
2022-08-10,S001,P0010,65,30.74,0,1,65.03
2022-08-10,S001,P0011,6,54.58,20,1,17.3
2022-08-10,S001,P0012,348,84.66,20,0,343.72
2022-08-10,S001,P0013,410,83.9,20,0,408.39
2022-08-10,S001,P0014,114,99.84,20,1,128.9
2022-08-10,S001,P0015,197,41.19,0,0,203.38
2022-08-10,S001,P0016,285,41.87,10,1,296.73
2022-08-10,S001,P0017,24,79.42,10,0,18.28
2022-08-10,S001,P0018,274,58.48,20,0,265.85
2022-08-10,S001,P0019,18,62.3,20,1,30.69
2022-08-10,S001,P0020,106,55.9,10,0,116.61
2022-08-10,S002,P0001,36,19.9,20,1,36.24
2022-08-10,S002,P0002,7,51.83,5,1,13.67
2022-08-10,S002,P0003,17,65.2,20,1,14.04
2022-08-10,S002,P0004,375,41.96,20,0,389.93
2022-08-10,S002,P0005,212,55.52,0,0,225.47
2022-08-10,S002,P0006,134,56.17,10,1,147.09
2022-08-10,S002,P0007,171,82.09,5,1,185.46
2022-08-10,S002,P0008,123,32.72,20,0,135.78
2022-08-10,S002,P0009,219,78.65,0,1,236.8
2022-08-10,S002,P0010,321,65.04,10,0,336.11
2022-08-10,S002,P0011,214,18.2,20,0,207.39
2022-08-10,S002,P0012,202,43.92,10,0,214.43
2022-08-10,S002,P0013,9,33.75,0,1,27.54
2022-08-10,S002,P0014,342,81.47,20,1,333.41
2022-08-10,S002,P0015,159,94.69,5,1,155.29
2022-08-10,S002,P0016,103,63.34,5,0,106.6
2022-08-10,S002,P0017,266,91.49,15,1,281.68
2022-08-10,S002,P0018,193,67.29,10,1,206.45
2022-08-10,S002,P0019,95,17.36,15,1,101.54
2022-08-10,S002,P0020,292,71.54,15,1,289.3
2022-08-10,S003,P0001,195,24.77,15,1,199.35
2022-08-10,S003,P0002,216,99.08,0,0,217.11
2022-08-10,S003,P0003,399,46.04,0,1,406.83
2022-08-10,S003,P0004,72,53.9,20,0,81.39
2022-08-10,S003,P0005,407,43.23,20,1,412.67
2022-08-10,S003,P0006,21,28.95,5,1,15.54
2022-08-10,S003,P0007,225,65.26,0,0,228.42
2022-08-10,S003,P0008,88,45.91,10,0,88.9
2022-08-10,S003,P0009,183,16.92,0,0,174.57
2022-08-10,S003,P0010,429,36.4,20,1,426.93
2022-08-10,S003,P0011,287,45.24,5,0,280.98
2022-08-10,S003,P0012,213,26.48,20,0,203.55
2022-08-10,S003,P0013,20,56.94,20,1,25.86
2022-08-10,S003,P0014,5,64.94,10,1,14.12
2022-08-10,S003,P0015,223,81.47,0,0,239.18
2022-08-10,S003,P0016,46,48.05,10,1,40.65
2022-08-10,S003,P0017,165,23.75,5,1,174.72
2022-08-10,S003,P0018,208,17.97,5,1,211.49
2022-08-10,S003,P0019,195,94.18,0,1,211.15
2022-08-10,S003,P0020,412,27.7,15,0,403.17
2022-08-10,S004,P0001,167,59.8,10,1,173.47
2022-08-10,S004,P0002,59,90.75,10,1,68.33
2022-08-10,S004,P0003,50,33.79,20,0,43.47
2022-08-10,S004,P0004,286,57.52,0,1,298.33
2022-08-10,S004,P0005,411,69.37,15,0,406.07
2022-08-10,S004,P0006,76,65.04,0,0,68.34
2022-08-10,S004,P0007,61,22.51,15,0,53.44
2022-08-10,S004,P0008,80,39.4,15,1,70.75
2022-08-10,S004,P0009,325,79.61,20,1,343.38
2022-08-10,S004,P0010,64,35.48,0,1,77.59
2022-08-10,S004,P0011,140,88.8,10,0,146.08
2022-08-10,S004,P0012,150,63.76,20,1,161.95
2022-08-10,S004,P0013,117,19.42,15,0,134.89
2022-08-10,S004,P0014,280,10.46,15,1,279.58
2022-08-10,S004,P0015,229,76.92,0,1,245.56
2022-08-10,S004,P0016,68,74.68,5,1,84.24
2022-08-10,S004,P0017,40,92.32,20,1,41.52
2022-08-10,S004,P0018,55,67.39,15,0,55.11
2022-08-10,S004,P0019,75,81.49,15,0,83.3
2022-08-10,S004,P0020,17,43.3,5,1,19.95
2022-08-10,S005,P0001,141,19.09,0,0,159.56
2022-08-10,S005,P0002,164,73.95,0,1,173.47
2022-08-10,S005,P0003,279,86.16,0,1,290.17
2022-08-10,S005,P0004,272,86.33,10,0,282.51
2022-08-10,S005,P0005,183,63.38,10,1,186.78
2022-08-10,S005,P0006,10,42.16,5,0,15.75
2022-08-10,S005,P0007,6,52.01,5,0,25.52
2022-08-10,S005,P0008,225,84.9,20,1,229.04
2022-08-10,S005,P0009,51,67.2,5,0,63.06
2022-08-10,S005,P0010,38,74.63,0,0,48.3
2022-08-10,S005,P0011,36,61.99,10,0,28.36
2022-08-10,S005,P0012,307,13.97,20,1,302.93
2022-08-10,S005,P0013,185,76.31,5,1,195.38
2022-08-10,S005,P0014,318,27.86,0,1,309.47
2022-08-10,S005,P0015,48,99.71,5,1,48.38
2022-08-10,S005,P0016,55,85.95,0,1,51.98
2022-08-10,S005,P0017,106,43.42,15,0,106.41
2022-08-10,S005,P0018,33,21.86,10,0,50.1
2022-08-10,S005,P0019,131,42.23,15,0,144.58
2022-08-10,S005,P0020,139,21.96,5,1,140.93
2022-08-11,S001,P0001,178,33.11,5,0,190.91
2022-08-11,S001,P0002,81,70.94,15,0,80.61
2022-08-11,S001,P0003,49,68.11,0,0,46.7
2022-08-11,S001,P0004,158,81.3,0,1,157.84
2022-08-11,S001,P0005,102,81.89,10,0,107.65
2022-08-11,S001,P0006,191,72.1,15,1,200.48
2022-08-11,S001,P0007,76,58.57,15,1,76.56
2022-08-11,S001,P0008,25,22.56,15,0,24.43
2022-08-11,S001,P0009,98,19.28,20,1,115.07
2022-08-11,S001,P0010,9,38.73,10,0,10.76
2022-08-11,S001,P0011,90,71.0,5,1,106.41
2022-08-11,S001,P0012,112,68.76,5,1,131.25
2022-08-11,S001,P0013,236,13.0,15,0,234.65
2022-08-11,S001,P0014,53,45.49,20,1,53.83
2022-08-11,S001,P0015,55,36.32,15,1,54.56
2022-08-11,S001,P0016,6,70.07,15,0,24.87
2022-08-11,S001,P0017,20,89.25,15,0,38.9
2022-08-11,S001,P0018,51,79.06,15,0,49.38
2022-08-11,S001,P0019,163,68.35,15,0,178.38
2022-08-11,S001,P0020,148,61.98,5,1,159.2
2022-08-11,S002,P0001,270,54.87,10,1,272.22
2022-08-11,S002,P0002,110,47.62,0,1,112.34
2022-08-11,S002,P0003,101,90.17,10,1,120.71
2022-08-11,S002,P0004,185,59.68,15,1,187.06
2022-08-11,S002,P0005,66,66.26,10,1,78.44
2022-08-11,S002,P0006,12,12.94,15,0,11.26
2022-08-11,S002,P0007,271,64.2,15,1,279.79
2022-08-11,S002,P0008,1,58.87,0,0,20.2
2022-08-11,S002,P0009,28,16.6,5,0,22.13
2022-08-11,S002,P0010,285,17.69,15,0,296.27
2022-08-11,S002,P0011,34,16.28,5,1,25.64
2022-08-11,S002,P0012,53,58.77,5,0,61.19
2022-08-11,S002,P0013,293,80.16,20,0,290.15
2022-08-11,S002,P0014,213,99.91,15,1,227.7
2022-08-11,S002,P0015,256,51.3,10,1,275.84
2022-08-11,S002,P0016,239,77.67,0,1,233.88
2022-08-11,S002,P0017,36,35.67,0,1,30.56
2022-08-11,S002,P0018,42,44.01,20,1,51.2
2022-08-11,S002,P0019,130,24.39,20,1,142.45
2022-08-11,S002,P0020,80,80.74,10,0,95.97
2022-08-11,S003,P0001,57,77.96,5,1,70.9
2022-08-11,S003,P0002,108,58.62,20,1,115.77
2022-08-11,S003,P0003,31,88.12,0,1,48.41
2022-08-11,S003,P0004,161,63.36,10,0,162.32
2022-08-11,S003,P0005,38,11.29,0,1,36.05
2022-08-11,S003,P0006,83,92.15,0,1,100.52
2022-08-11,S003,P0007,13,76.1,5,0,7.87
2022-08-11,S003,P0008,48,48.64,15,0,43.41
2022-08-11,S003,P0009,32,74.66,15,1,22.47
2022-08-11,S003,P0010,0,29.02,0,0,-0.14
2022-08-11,S003,P0011,255,15.68,0,0,262.81
2022-08-11,S003,P0012,354,57.44,5,0,373.72
2022-08-11,S003,P0013,235,20.16,10,1,250.11
2022-08-11,S003,P0014,64,48.72,0,1,71.84
2022-08-11,S003,P0015,242,56.07,0,0,242.44
2022-08-11,S003,P0016,79,82.51,10,1,73.16
2022-08-11,S003,P0017,11,68.36,15,1,2.71
2022-08-11,S003,P0018,138,18.21,20,1,149.36
2022-08-11,S003,P0019,336,49.36,20,1,337.21
2022-08-11,S003,P0020,187,85.55,5,1,192.08
2022-08-11,S004,P0001,79,60.52,10,1,80.86
2022-08-11,S004,P0002,58,88.21,15,1,59.16
2022-08-11,S004,P0003,224,98.7,20,1,217.98
2022-08-11,S004,P0004,220,10.42,5,1,229.31
2022-08-11,S004,P0005,53,21.48,20,1,47.33
2022-08-11,S004,P0006,1,77.23,5,0,10.69
2022-08-11,S004,P0007,40,22.38,5,1,48.84
2022-08-11,S004,P0008,12,94.94,15,0,4.9
2022-08-11,S004,P0009,173,38.68,20,1,177.17
2022-08-11,S004,P0010,116,61.48,10,1,123.78
2022-08-11,S004,P0011,66,98.69,10,0,57.0
2022-08-11,S004,P0012,75,23.11,15,0,89.81
2022-08-11,S004,P0013,13,98.27,20,0,12.32
2022-08-11,S004,P0014,97,68.52,5,0,113.91
2022-08-11,S004,P0015,40,13.56,15,1,30.25
2022-08-11,S004,P0016,266,50.49,0,1,259.67
2022-08-11,S004,P0017,131,55.23,20,0,132.66
2022-08-11,S004,P0018,158,74.81,20,1,173.16
2022-08-11,S004,P0019,114,28.22,10,0,110.62
2022-08-11,S004,P0020,238,48.79,0,0,236.6
2022-08-11,S005,P0001,84,70.07,15,0,76.35
2022-08-11,S005,P0002,24,40.47,0,1,40.24
2022-08-11,S005,P0003,10,23.04,15,0,4.03
2022-08-11,S005,P0004,52,94.32,20,1,61.35
2022-08-11,S005,P0005,124,80.42,15,1,124.57
2022-08-11,S005,P0006,69,92.44,10,1,61.28
2022-08-11,S005,P0007,468,61.01,0,0,478.39
2022-08-11,S005,P0008,336,40.79,5,0,351.53
2022-08-11,S005,P0009,158,59.88,5,1,177.58
2022-08-11,S005,P0010,56,38.9,15,0,66.16
2022-08-11,S005,P0011,92,63.45,10,0,98.51
2022-08-11,S005,P0012,26,31.7,20,0,29.91
2022-08-11,S005,P0013,379,82.44,15,0,378.96
2022-08-11,S005,P0014,60,51.15,10,1,53.65
2022-08-11,S005,P0015,152,62.58,0,0,150.05
2022-08-11,S005,P0016,129,72.16,15,1,139.99
2022-08-11,S005,P0017,95,46.52,5,1,86.34
2022-08-11,S005,P0018,120,32.41,5,0,113.44
2022-08-11,S005,P0019,89,32.98,0,0,81.92
2022-08-11,S005,P0020,64,14.87,20,0,83.39
2022-08-12,S001,P0001,153,40.65,15,1,166.26
2022-08-12,S001,P0002,171,95.06,0,1,188.97
2022-08-12,S001,P0003,183,43.27,15,0,194.63
2022-08-12,S001,P0004,16,81.97,5,1,34.48
2022-08-12,S001,P0005,158,11.35,5,1,151.11
2022-08-12,S001,P0006,227,99.11,10,0,238.26
2022-08-12,S001,P0007,203,93.92,10,1,208.13
2022-08-12,S001,P0008,80,52.2,10,1,84.79
2022-08-12,S001,P0009,200,67.77,0,0,201.22
2022-08-12,S001,P0010,374,43.47,5,1,380.97
2022-08-12,S001,P0011,3,42.58,15,1,8.36
2022-08-12,S001,P0012,149,90.08,20,0,163.07
2022-08-12,S001,P0013,289,76.96,0,0,284.6
2022-08-12,S001,P0014,0,77.18,10,1,16.28
2022-08-12,S001,P0015,178,66.23,20,1,182.54
2022-08-12,S001,P0016,72,49.83,20,1,82.72
2022-08-12,S001,P0017,177,66.81,15,0,174.2
2022-08-12,S001,P0018,6,19.58,20,0,16.36
2022-08-12,S001,P0019,221,27.05,15,0,212.39
2022-08-12,S001,P0020,134,60.04,10,1,143.55
2022-08-12,S002,P0001,15,71.45,5,1,28.67
2022-08-12,S002,P0002,241,61.91,0,1,237.41
2022-08-12,S002,P0003,95,79.42,15,1,112.24
2022-08-12,S002,P0004,26,18.74,20,1,22.31
2022-08-12,S002,P0005,257,82.13,0,0,265.66
2022-08-12,S002,P0006,189,23.27,15,0,182.88
2022-08-12,S002,P0007,0,37.9,20,0,-7.86
2022-08-12,S002,P0008,154,34.99,20,1,157.32
2022-08-12,S002,P0009,242,25.01,15,1,245.51
2022-08-12,S002,P0010,193,77.99,5,0,191.75
2022-08-12,S002,P0011,40,78.87,10,0,59.47
2022-08-12,S002,P0012,82,62.58,20,1,90.21
2022-08-12,S002,P0013,335,94.67,0,1,342.74
2022-08-12,S002,P0014,411,35.45,0,0,409.31
2022-08-12,S002,P0015,173,59.27,20,0,173.85
2022-08-12,S002,P0016,231,83.37,15,1,241.59
2022-08-12,S002,P0017,43,81.05,5,0,53.7
2022-08-12,S002,P0018,129,43.88,10,0,140.92
2022-08-12,S002,P0019,55,96.21,15,0,48.49
2022-08-12,S002,P0020,55,24.66,15,0,72.7
2022-08-12,S003,P0001,284,99.34,20,1,289.18
2022-08-12,S003,P0002,175,59.8,15,1,176.85
2022-08-12,S003,P0003,53,59.42,10,0,65.0
2022-08-12,S003,P0004,257,94.91,20,0,268.16
2022-08-12,S003,P0005,44,40.76,5,0,42.69
2022-08-12,S003,P0006,195,84.34,10,1,201.46
2022-08-12,S003,P0007,394,34.56,5,1,401.6
2022-08-12,S003,P0008,74,94.09,0,1,89.0
2022-08-12,S003,P0009,18,81.04,10,0,27.56
2022-08-12,S003,P0010,174,68.27,10,0,184.87
2022-08-12,S003,P0011,162,92.28,20,0,177.51
2022-08-12,S003,P0012,133,43.86,10,0,136.9
2022-08-12,S003,P0013,167,45.72,5,0,168.0
2022-08-12,S003,P0014,87,84.63,10,1,93.96
