Date,Year,Quarter,Month,MonthName,Day,DayOfWeek,DayName,WeekOfYear,IsWeekend,Seasonality,Epidemic
2023-01-29,2023,1,1,January,29,7,Sunday,4,True,Winter,1
2023-01-30,2023,1,1,January,30,1,Monday,5,False,Winter,1
2023-01-31,2023,1,1,January,31,2,Tuesday,5,False,Winter,1
2023-02-01,2023,1,2,February,1,3,Wednesday,5,False,Winter,1
2023-02-02,2023,1,2,February,2,4,Thursday,5,False,Winter,1
2023-02-03,2023,1,2,February,3,5,Friday,5,False,Winter,1
2023-02-04,2023,1,2,February,4,6,Saturday,5,True,Winter,1
2023-02-05,2023,1,2,February,5,7,Sunday,5,True,Winter,1
2023-02-06,2023,1,2,February,6,1,Monday,6,False,Winter,1
2023-02-07,2023,1,2,February,7,2,Tuesday,6,False,Winter,1
2023-02-08,2023,1,2,February,8,3,Wednesday,6,False,Winter,1
2023-02-09,2023,1,2,February,9,4,Thursday,6,False,Winter,1
2023-02-10,2023,1,2,February,10,5,Friday,6,False,Winter,1
2023-02-11,2023,1,2,February,11,6,Saturday,6,True,Winter,1
2023-02-12,2023,1,2,February,12,7,Sunday,6,True,Winter,1
2023-02-13,2023,1,2,February,13,1,Monday,7,False,Winter,1
2023-02-14,2023,1,2,February,14,2,Tuesday,7,False,Winter,1
2023-02-15,2023,1,2,February,15,3,Wednesday,7,False,Winter,1
2023-02-16,2023,1,2,February,16,4,Thursday,7,False,Winter,1
2023-02-17,2023,1,2,February,17,5,Friday,7,False,Winter,1
2023-02-18,2023,1,2,February,18,6,Saturday,7,True,Winter,1
2023-02-19,2023,1,2,February,19,7,Sunday,7,True,Winter,1
2023-02-20,2023,1,2,February,20,1,Monday,8,False,Winter,1
2023-02-21,2023,1,2,February,21,2,Tuesday,8,False,Winter,1
2023-02-22,2023,1,2,February,22,3,Wednesday,8,False,Winter,1
2023-02-23,2023,1,2,February,23,4,Thursday,8,False,Winter,1
2023-02-24,2023,1,2,February,24,5,Friday,8,False,Winter,1
2023-02-25,2023,1,2,February,25,6,Saturday,8,True,Winter,1
2023-02-26,2023,1,2,February,26,7,Sunday,8,True,Winter,1
2023-02-27,2023,1,2,February,27,1,Monday,9,False,Winter,1
2023-02-28,2023,1,2,February,28,2,Tuesday,9,False,Winter,1
2023-03-01,2023,1,3,March,1,3,Wednesday,9,False,Spring,0
2023-03-02,2023,1,3,March,2,4,Thursday,9,False,Spring,0
2023-03-03,2023,1,3,March,3,5,Friday,9,False,Spring,0
2023-03-04,2023,1,3,March,4,6,Saturday,9,True,Spring,0
2023-03-05,2023,1,3,March,5,7,Sunday,9,True,Spring,0
2023-03-06,2023,1,3,March,6,1,Monday,10,False,Spring,0
2023-03-07,2023,1,3,March,7,2,Tuesday,10,False,Spring,0
2023-03-08,2023,1,3,March,8,3,Wednesday,10,False,Spring,0
2023-03-09,2023,1,3,March,9,4,Thursday,10,False,Spring,0
2023-03-10,2023,1,3,March,10,5,Friday,10,False,Spring,0
2023-03-11,2023,1,3,March,11,6,Saturday,10,True,Spring,0
2023-03-12,2023,1,3,March,12,7,Sunday,10,True,Spring,0
2023-03-13,2023,1,3,March,13,1,Monday,11,False,Spring,0
2023-03-14,2023,1,3,March,14,2,Tuesday,11,False,Spring,0
2023-03-15,2023,1,3,March,15,3,Wednesday,11,False,Spring,0
2023-03-16,2023,1,3,March,16,4,Thursday,11,False,Spring,0
2023-03-17,2023,1,3,March,17,5,Friday,11,False,Spring,0
2023-03-18,2023,1,3,March,18,6,Saturday,11,True,Spring,0
2023-03-19,2023,1,3,March,19,7,Sunday,11,True,Spring,0
2023-03-20,2023,1,3,March,20,1,Monday,12,False,Spring,0
2023-03-21,2023,1,3,March,21,2,Tuesday,12,False,Spring,0
2023-03-22,2023,1,3,March,22,3,Wednesday,12,False,Spring,0
2023-03-23,2023,1,3,March,23,4,Thursday,12,False,Spring,0
2023-03-24,2023,1,3,March,24,5,Friday,12,False,Spring,0
2023-03-25,2023,1,3,March,25,6,Saturday,12,True,Spring,0
2023-03-26,2023,1,3,March,26,7,Sunday,12,True,Spring,0
2023-03-27,2023,1,3,March,27,1,Monday,13,False,Spring,0
2023-03-28,2023,1,3,March,28,2,Tuesday,13,False,Spring,0
2023-03-29,2023,1,3,March,29,3,Wednesday,13,False,Spring,0
2023-03-30,2023,1,3,March,30,4,Thursday,13,False,Spring,0
2023-03-31,2023,1,3,March,31,5,Friday,13,False,Spring,0
2023-04-01,2023,2,4,April,1,6,Saturday,13,True,Spring,0
2023-04-02,2023,2,4,April,2,7,Sunday,13,True,Spring,0
2023-04-03,2023,2,4,April,3,1,Monday,14,False,Spring,0
2023-04-04,2023,2,4,April,4,2,Tuesday,14,False,Spring,0
2023-04-05,2023,2,4,April,5,3,Wednesday,14,False,Spring,0
2023-04-06,2023,2,4,April,6,4,Thursday,14,False,Spring,0
2023-04-07,2023,2,4,April,7,5,Friday,14,False,Spring,0
2023-04-08,2023,2,4,April,8,6,Saturday,14,True,Spring,0
2023-04-09,2023,2,4,April,9,7,Sunday,14,True,Spring,0
2023-04-10,2023,2,4,April,10,1,Monday,15,False,Spring,0
2023-04-11,2023,2,4,April,11,2,Tuesday,15,False,Spring,0
2023-04-12,2023,2,4,April,12,3,Wednesday,15,False,Spring,1
2023-04-13,2023,2,4,April,13,4,Thursday,15,False,Spring,1
2023-04-14,2023,2,4,April,14,5,Friday,15,False,Spring,1
2023-04-15,2023,2,4,April,15,6,Saturday,15,True,Spring,1
2023-04-16,2023,2,4,April,16,7,Sunday,15,True,Spring,1
2023-04-17,2023,2,4,April,17,1,Monday,16,False,Spring,1
2023-04-18,2023,2,4,April,18,2,Tuesday,16,False,Spring,1
2023-04-19,2023,2,4,April,19,3,Wednesday,16,False,Spring,1
2023-04-20,2023,2,4,April,20,4,Thursday,16,False,Spring,1
2023-04-21,2023,2,4,April,21,5,Friday,16,False,Spring,1
2023-04-22,2023,2,4,April,22,6,Saturday,16,True,Spring,1
2023-04-23,2023,2,4,April,23,7,Sunday,16,True,Spring,1
2023-04-24,2023,2,4,April,24,1,Monday,17,False,Spring,1
2023-04-25,2023,2,4,April,25,2,Tuesday,17,False,Spring,1
2023-04-26,2023,2,4,April,26,3,Wednesday,17,False,Spring,1
2023-04-27,2023,2,4,April,27,4,Thursday,17,False,Spring,1
2023-04-28,2023,2,4,April,28,5,Friday,17,False,Spring,1
2023-04-29,2023,2,4,April,29,6,Saturday,17,True,Spring,1
2023-04-30,2023,2,4,April,30,7,Sunday,17,True,Spring,1
2023-05-01,2023,2,5,May,1,1,Monday,18,False,Spring,1
2023-05-02,2023,2,5,May,2,2,Tuesday,18,False,Spring,1
2023-05-03,2023,2,5,May,3,3,Wednesday,18,False,Spring,1
2023-05-04,2023,2,5,May,4,4,Thursday,18,False,Spring,1
2023-05-05,2023,2,5,May,5,5,Friday,18,False,Spring,1
2023-05-06,2023,2,5,May,6,6,Saturday,18,True,Spring,1
2023-05-07,2023,2,5,May,7,7,Sunday,18,True,Spring,1
2023-05-08,2023,2,5,May,8,1,Monday,19,False,Spring,1
2023-05-09,2023,2,5,May,9,2,Tuesday,19,False,Spring,1
2023-05-10,2023,2,5,May,10,3,Wednesday,19,False,Spring,1
2023-05-11,2023,2,5,May,11,4,Thursday,19,False,Spring,1
2023-05-12,2023,2,5,May,12,5,Friday,19,False,Spring,1
2023-05-13,2023,2,5,May,13,6,Saturday,19,True,Spring,0
2023-05-14,2023,2,5,May,14,7,Sunday,19,True,Spring,0
2023-05-15,2023,2,5,May,15,1,Monday,20,False,Spring,0
2023-05-16,2023,2,5,May,16,2,Tuesday,20,False,Spring,0
2023-05-17,2023,2,5,May,17,3,Wednesday,20,False,Spring,0
2023-05-18,2023,2,5,May,18,4,Thursday,20,False,Spring,0
2023-05-19,2023,2,5,May,19,5,Friday,20,False,Spring,0
2023-05-20,2023,2,5,May,20,6,Saturday,20,True,Spring,0
2023-05-21,2023,2,5,May,21,7,Sunday,20,True,Spring,0
2023-05-22,2023,2,5,May,22,1,Monday,21,False,Spring,0
2023-05-23,2023,2,5,May,23,2,Tuesday,21,False,Spring,0
2023-05-24,2023,2,5,May,24,3,Wednesday,21,False,Spring,0
2023-05-25,2023,2,5,May,25,4,Thursday,21,False,Spring,0
2023-05-26,2023,2,5,May,26,5,Friday,21,False,Spring,0
2023-05-27,2023,2,5,May,27,6,Saturday,21,True,Spring,0
2023-05-28,2023,2,5,May,28,7,Sunday,21,True,Spring,0
2023-05-29,2023,2,5,May,29,1,Monday,22,False,Spring,0
2023-05-30,2023,2,5,May,30,2,Tuesday,22,False,Spring,0
2023-05-31,2023,2,5,May,31,3,Wednesday,22,False,Spring,0
2023-06-01,2023,2,6,June,1,4,Thursday,22,False,Summer,0
2023-06-02,2023,2,6,June,2,5,Friday,22,False,Summer,0
2023-06-03,2023,2,6,June,3,6,Saturday,22,True,Summer,0
2023-06-04,2023,2,6,June,4,7,Sunday,22,True,Summer,0
2023-06-05,2023,2,6,June,5,1,Monday,23,False,Summer,0
2023-06-06,2023,2,6,June,6,2,Tuesday,23,False,Summer,0
2023-06-07,2023,2,6,June,7,3,Wednesday,23,False,Summer,0
2023-06-08,2023,2,6,June,8,4,Thursday,23,False,Summer,0
2023-06-09,2023,2,6,June,9,5,Friday,23,False,Summer,0
2023-06-10,2023,2,6,June,10,6,Saturday,23,True,Summer,0
2023-06-11,2023,2,6,June,11,7,Sunday,23,True,Summer,0
2023-06-12,2023,2,6,June,12,1,Monday,24,False,Summer,0
2023-06-13,2023,2,6,June,13,2,Tuesday,24,False,Summer,0
2023-06-14,2023,2,6,June,14,3,Wednesday,24,False,Summer,0
2023-06-15,2023,2,6,June,15,4,Thursday,24,False,Summer,0
2023-06-16,2023,2,6,June,16,5,Friday,24,False,Summer,0
2023-06-17,2023,2,6,June,17,6,Saturday,24,True,Summer,0
2023-06-18,2023,2,6,June,18,7,Sunday,24,True,Summer,0
2023-06-19,2023,2,6,June,19,1,Monday,25,False,Summer,0
2023-06-20,2023,2,6,June,20,2,Tuesday,25,False,Summer,0
2023-06-21,2023,2,6,June,21,3,Wednesday,25,False,Summer,0
2023-06-22,2023,2,6,June,22,4,Thursday,25,False,Summer,0
2023-06-23,2023,2,6,June,23,5,Friday,25,False,Summer,0
2023-06-24,2023,2,6,June,24,6,Saturday,25,True,Summer,0
2023-06-25,2023,2,6,June,25,7,Sunday,25,True,Summer,0
2023-06-26,2023,2,6,June,26,1,Monday,26,False,Summer,0
2023-06-27,2023,2,6,June,27,2,Tuesday,26,False,Summer,0
2023-06-28,2023,2,6,June,28,3,Wednesday,26,False,Summer,0
2023-06-29,2023,2,6,June,29,4,Thursday,26,False,Summer,0
2023-06-30,2023,2,6,June,30,5,Friday,26,False,Summer,0
2023-07-01,2023,3,7,July,1,6,Saturday,26,True,Summer,0
2023-07-02,2023,3,7,July,2,7,Sunday,26,True,Summer,0
2023-07-03,2023,3,7,July,3,1,Monday,27,False,Summer,0
2023-07-04,2023,3,7,July,4,2,Tuesday,27,False,Summer,0
2023-07-05,2023,3,7,July,5,3,Wednesday,27,False,Summer,0
2023-07-06,2023,3,7,July,6,4,Thursday,27,False,Summer,0
2023-07-07,2023,3,7,July,7,5,Friday,27,False,Summer,0
2023-07-08,2023,3,7,July,8,6,Saturday,27,True,Summer,0
2023-07-09,2023,3,7,July,9,7,Sunday,27,True,Summer,0
2023-07-10,2023,3,7,July,10,1,Monday,28,False,Summer,0
2023-07-11,2023,3,7,July,11,2,Tuesday,28,False,Summer,0
2023-07-12,2023,3,7,July,12,3,Wednesday,28,False,Summer,0
2023-07-13,2023,3,7,July,13,4,Thursday,28,False,Summer,0
2023-07-14,2023,3,7,July,14,5,Friday,28,False,Summer,0
2023-07-15,2023,3,7,July,15,6,Saturday,28,True,Summer,0
2023-07-16,2023,3,7,July,16,7,Sunday,28,True,Summer,0
2023-07-17,2023,3,7,July,17,1,Monday,29,False,Summer,0
2023-07-18,2023,3,7,July,18,2,Tuesday,29,False,Summer,0
2023-07-19,2023,3,7,July,19,3,Wednesday,29,False,Summer,0
2023-07-20,2023,3,7,July,20,4,Thursday,29,False,Summer,0
2023-07-21,2023,3,7,July,21,5,Friday,29,False,Summer,0
2023-07-22,2023,3,7,July,22,6,Saturday,29,True,Summer,0
2023-07-23,2023,3,7,July,23,7,Sunday,29,True,Summer,0
2023-07-24,2023,3,7,July,24,1,Monday,30,False,Summer,0
2023-07-25,2023,3,7,July,25,2,Tuesday,30,False,Summer,0
2023-07-26,2023,3,7,July,26,3,Wednesday,30,False,Summer,0
2023-07-27,2023,3,7,July,27,4,Thursday,30,False,Summer,0
2023-07-28,2023,3,7,July,28,5,Friday,30,False,Summer,0
2023-07-29,2023,3,7,July,29,6,Saturday,30,True,Summer,0
2023-07-30,2023,3,7,July,30,7,Sunday,30,True,Summer,0
2023-07-31,2023,3,7,July,31,1,Monday,31,False,Summer,0
2023-08-01,2023,3,8,August,1,2,Tuesday,31,False,Summer,0
2023-08-02,2023,3,8,August,2,3,Wednesday,31,False,Summer,0
2023-08-03,2023,3,8,August,3,4,Thursday,31,False,Summer,0
2023-08-04,2023,3,8,August,4,5,Friday,31,False,Summer,0
2023-08-05,2023,3,8,August,5,6,Saturday,31,True,Summer,0
2023-08-06,2023,3,8,August,6,7,Sunday,31,True,Summer,0
2023-08-07,2023,3,8,August,7,1,Monday,32,False,Summer,0
2023-08-08,2023,3,8,August,8,2,Tuesday,32,False,Summer,0
2023-08-09,2023,3,8,August,9,3,Wednesday,32,False,Summer,0
2023-08-10,2023,3,8,August,10,4,Thursday,32,False,Summer,0
2023-08-11,2023,3,8,August,11,5,Friday,32,False,Summer,0
2023-08-12,2023,3,8,August,12,6,Saturday,32,True,Summer,0
2023-08-13,2023,3,8,August,13,7,Sunday,32,True,Summer,0
2023-08-14,2023,3,8,August,14,1,Monday,33,False,Summer,0
2023-08-15,2023,3,8,August,15,2,Tuesday,33,False,Summer,0
2023-08-16,2023,3,8,August,16,3,Wednesday,33,False,Summer,0
2023-08-17,2023,3,8,August,17,4,Thursday,33,False,Summer,0
2023-08-18,2023,3,8,August,18,5,Friday,33,False,Summer,0
2023-08-19,2023,3,8,August,19,6,Saturday,33,True,Summer,0
2023-08-20,2023,3,8,August,20,7,Sunday,33,True,Summer,0
2023-08-21,2023,3,8,August,21,1,Monday,34,False,Summer,0
2023-08-22,2023,3,8,August,22,2,Tuesday,34,False,Summer,0
2023-08-23,2023,3,8,August,23,3,Wednesday,34,False,Summer,0
2023-08-24,2023,3,8,August,24,4,Thursday,34,False,Summer,0
2023-08-25,2023,3,8,August,25,5,Friday,34,False,Summer,0
2023-08-26,2023,3,8,August,26,6,Saturday,34,True,Summer,0
2023-08-27,2023,3,8,August,27,7,Sunday,34,True,Summer,0
2023-08-28,2023,3,8,August,28,1,Monday,35,False,Summer,0
2023-08-29,2023,3,8,August,29,2,Tuesday,35,False,Summer,0
2023-08-30,2023,3,8,August,30,3,Wednesday,35,False,Summer,0
2023-08-31,2023,3,8,August,31,4,Thursday,35,False,Summer,0
2023-09-01,2023,3,9,September,1,5,Friday,35,False,Autumn,0
2023-09-02,2023,3,9,September,2,6,Saturday,35,True,Autumn,0
2023-09-03,2023,3,9,September,3,7,Sunday,35,True,Autumn,0
2023-09-04,2023,3,9,September,4,1,Monday,36,False,Autumn,0
2023-09-05,2023,3,9,September,5,2,Tuesday,36,False,Autumn,0
2023-09-06,2023,3,9,September,6,3,Wednesday,36,False,Autumn,0
2023-09-07,2023,3,9,September,7,4,Thursday,36,False,Autumn,0
2023-09-08,2023,3,9,September,8,5,Friday,36,False,Autumn,0
2023-09-09,2023,3,9,September,9,6,Saturday,36,True,Autumn,0
2023-09-10,2023,3,9,September,10,7,Sunday,36,True,Autumn,0
2023-09-11,2023,3,9,September,11,1,Monday,37,False,Autumn,0
2023-09-12,2023,3,9,September,12,2,Tuesday,37,False,Autumn,0
2023-09-13,2023,3,9,September,13,3,Wednesday,37,False,Autumn,0
2023-09-14,2023,3,9,September,14,4,Thursday,37,False,Autumn,0
2023-09-15,2023,3,9,September,15,5,Friday,37,False,Autumn,0
2023-09-16,2023,3,9,September,16,6,Saturday,37,True,Autumn,0
2023-09-17,2023,3,9,September,17,7,Sunday,37,True,Autumn,0
2023-09-18,2023,3,9,September,18,1,Monday,38,False,Autumn,0
2023-09-19,2023,3,9,September,19,2,Tuesday,38,False,Autumn,0
2023-09-20,2023,3,9,September,20,3,Wednesday,38,False,Autumn,0
2023-09-21,2023,3,9,September,21,4,Thursday,38,False,Autumn,0
2023-09-22,2023,3,9,September,22,5,Friday,38,False,Autumn,0
2023-09-23,2023,3,9,September,23,6,Saturday,38,True,Autumn,0
2023-09-24,2023,3,9,September,24,7,Sunday,38,True,Autumn,0
2023-09-25,2023,3,9,September,25,1,Monday,39,False,Autumn,0
2023-09-26,2023,3,9,September,26,2,Tuesday,39,False,Autumn,0
2023-09-27,2023,3,9,September,27,3,Wednesday,39,False,Autumn,0
2023-09-28,2023,3,9,September,28,4,Thursday,39,False,Autumn,0
2023-09-29,2023,3,9,September,29,5,Friday,39,False,Autumn,0
2023-09-30,2023,3,9,September,30,6,Saturday,39,True,Autumn,0
2023-10-01,2023,4,10,October,1,7,Sunday,39,True,Autumn,0
2023-10-02,2023,4,10,October,2,1,Monday,40,False,Autumn,0
2023-10-03,2023,4,10,October,3,2,Tuesday,40,False,Autumn,0
2023-10-04,2023,4,10,October,4,3,Wednesday,40,False,Autumn,0
2023-10-05,2023,4,10,October,5,4,Thursday,40,False,Autumn,0
2023-10-06,2023,4,10,October,6,5,Friday,40,False,Autumn,0
2023-10-07,2023,4,10,October,7,6,Saturday,40,True,Autumn,1
2023-10-08,2023,4,10,October,8,7,Sunday,40,True,Autumn,1
2023-10-09,2023,4,10,October,9,1,Monday,41,False,Autumn,1
2023-10-10,2023,4,10,October,10,2,Tuesday,41,False,Autumn,1
2023-10-11,2023,4,10,October,11,3,Wednesday,41,False,Autumn,1
2023-10-12,2023,4,10,October,12,4,Thursday,41,False,Autumn,1
2023-10-13,2023,4,10,October,13,5,Friday,41,False,Autumn,1
2023-10-14,2023,4,10,October,14,6,Saturday,41,True,Autumn,1
2023-10-15,2023,4,10,October,15,7,Sunday,41,True,Autumn,1
2023-10-16,2023,4,10,October,16,1,Monday,42,False,Autumn,1
2023-10-17,2023,4,10,October,17,2,Tuesday,42,False,Autumn,1
2023-10-18,2023,4,10,October,18,3,Wednesday,42,False,Autumn,1
2023-10-19,2023,4,10,October,19,4,Thursday,42,False,Autumn,1
2023-10-20,2023,4,10,October,20,5,Friday,42,False,Autumn,1
2023-10-21,2023,4,10,October,21,6,Saturday,42,True,Autumn,1
2023-10-22,2023,4,10,October,22,7,Sunday,42,True,Autumn,1
2023-10-23,2023,4,10,October,23,1,Monday,43,False,Autumn,1
2023-10-24,2023,4,10,October,24,2,Tuesday,43,False,Autumn,1
2023-10-25,2023,4,10,October,25,3,Wednesday,43,False,Autumn,0
2023-10-26,2023,4,10,October,26,4,Thursday,43,False,Autumn,0
2023-10-27,2023,4,10,October,27,5,Friday,43,False,Autumn,0
2023-10-28,2023,4,10,October,28,6,Saturday,43,True,Autumn,0
2023-10-29,2023,4,10,October,29,7,Sunday,43,True,Autumn,0
2023-10-30,2023,4,10,October,30,1,Monday,44,False,Autumn,0
2023-10-31,2023,4,10,October,31,2,Tuesday,44,False,Autumn,0
2023-11-01,2023,4,11,November,1,3,Wednesday,44,False,Autumn,0
2023-11-02,2023,4,11,November,2,4,Thursday,44,False,Autumn,0
2023-11-03,2023,4,11,November,3,5,Friday,44,False,Autumn,0
2023-11-04,2023,4,11,November,4,6,Saturday,44,True,Autumn,0
2023-11-05,2023,4,11,November,5,7,Sunday,44,True,Autumn,0
2023-11-06,2023,4,11,November,6,1,Monday,45,False,Autumn,0
2023-11-07,2023,4,11,November,7,2,Tuesday,45,False,Autumn,0
2023-11-08,2023,4,11,November,8,3,Wednesday,45,False,Autumn,0
2023-11-09,2023,4,11,November,9,4,Thursday,45,False,Autumn,0
2023-11-10,2023,4,11,November,10,5,Friday,45,False,Autumn,0
2023-11-11,2023,4,11,November,11,6,Saturday,45,True,Autumn,0
2023-11-12,2023,4,11,November,12,7,Sunday,45,True,Autumn,0
2023-11-13,2023,4,11,November,13,1,Monday,46,False,Autumn,0
2023-11-14,2023,4,11,November,14,2,Tuesday,46,False,Autumn,0
2023-11-15,2023,4,11,November,15,3,Wednesday,46,False,Autumn,0
2023-11-16,2023,4,11,November,16,4,Thursday,46,False,Autumn,0
2023-11-17,2023,4,11,November,17,5,Friday,46,False,Autumn,0
2023-11-18,2023,4,11,November,18,6,Saturday,46,True,Autumn,0
2023-11-19,2023,4,11,November,19,7,Sunday,46,True,Autumn,0
2023-11-20,2023,4,11,November,20,1,Monday,47,False,Autumn,0
2023-11-21,2023,4,11,November,21,2,Tuesday,47,False,Autumn,0
2023-11-22,2023,4,11,November,22,3,Wednesday,47,False,Autumn,0
2023-11-23,2023,4,11,November,23,4,Thursday,47,False,Autumn,0
2023-11-24,2023,4,11,November,24,5,Friday,47,False,Autumn,0
2023-11-25,2023,4,11,November,25,6,Saturday,47,True,Autumn,0
2023-11-26,2023,4,11,November,26,7,Sunday,47,True,Autumn,0
2023-11-27,2023,4,11,November,27,1,Monday,48,False,Autumn,0
2023-11-28,2023,4,11,November,28,2,Tuesday,48,False,Autumn,0
2023-11-29,2023,4,11,November,29,3,Wednesday,48,False,Autumn,0
2023-11-30,2023,4,11,November,30,4,Thursday,48,False,Autumn,0
2023-12-01,2023,4,12,December,1,5,Friday,48,False,Winter,0
2023-12-02,2023,4,12,December,2,6,Saturday,48,True,Winter,0
2023-12-03,2023,4,12,December,3,7,Sunday,48,True,Winter,0
2023-12-04,2023,4,12,December,4,1,Monday,49,False,Winter,0
2023-12-05,2023,4,12,December,5,2,Tuesday,49,False,Winter,0
2023-12-06,2023,4,12,December,6,3,Wednesday,49,False,Winter,0
2023-12-07,2023,4,12,December,7,4,Thursday,49,False,Winter,0
2023-12-08,2023,4,12,December,8,5,Friday,49,False,Winter,0
2023-12-09,2023,4,12,December,9,6,Saturday,49,True,Winter,0
2023-12-10,2023,4,12,December,10,7,Sunday,49,True,Winter,0
2023-12-11,2023,4,12,December,11,1,Monday,50,False,Winter,0
2023-12-12,2023,4,12,December,12,2,Tuesday,50,False,Winter,0
2023-12-13,2023,4,12,December,13,3,Wednesday,50,False,Winter,0
2023-12-14,2023,4,12,December,14,4,Thursday,50,False,Winter,0
2023-12-15,2023,4,12,December,15,5,Friday,50,False,Winter,0
2023-12-16,2023,4,12,December,16,6,Saturday,50,True,Winter,0
2023-12-17,2023,4,12,December,17,7,Sunday,50,True,Winter,0
2023-12-18,2023,4,12,December,18,1,Monday,51,False,Winter,0
2023-12-19,2023,4,12,December,19,2,Tuesday,51,False,Winter,0
2023-12-20,2023,4,12,December,20,3,Wednesday,51,False,Winter,0
2023-12-21,2023,4,12,December,21,4,Thursday,51,False,Winter,0
2023-12-22,2023,4,12,December,22,5,Friday,51,False,Winter,0
2023-12-23,2023,4,12,December,23,6,Saturday,51,True,Winter,0
2023-12-24,2023,4,12,December,24,7,Sunday,51,True,Winter,0
2023-12-25,2023,4,12,December,25,1,Monday,52,False,Winter,0
2023-12-26,2023,4,12,December,26,2,Tuesday,52,False,Winter,0
2023-12-27,2023,4,12,December,27,3,Wednesday,52,False,Winter,1
2023-12-28,2023,4,12,December,28,4,Thursday,52,False,Winter,1
2023-12-29,2023,4,12,December,29,5,Friday,52,False,Winter,1
2023-12-30,2023,4,12,December,30,6,Saturday,52,True,Winter,1
2023-12-31,2023,4,12,December,31,7,Sunday,52,True,Winter,1
2024-01-01,2024,1,1,January,1,1,Monday,1,False,Winter,1
2024-01-02,2024,1,1,January,2,2,Tuesday,1,False,Winter,1
2024-01-03,2024,1,1,January,3,3,Wednesday,1,False,Winter,1
2024-01-04,2024,1,1,January,4,4,Thursday,1,False,Winter,1
2024-01-05,2024,1,1,January,5,5,Friday,1,False,Winter,1
2024-01-06,2024,1,1,January,6,6,Saturday,1,True,Winter,1
2024-01-07,2024,1,1,January,7,7,Sunday,1,True,Winter,1
2024-01-08,2024,1,1,January,8,1,Monday,2,False,Winter,1
2024-01-09,2024,1,1,January,9,2,Tuesday,2,False,Winter,0
2024-01-10,2024,1,1,January,10,3,Wednesday,2,False,Winter,0
2024-01-11,2024,1,1,January,11,4,Thursday,2,False,Winter,0
2024-01-12,2024,1,1,January,12,5,Friday,2,False,Winter,0
2024-01-13,2024,1,1,January,13,6,Saturday,2,True,Winter,0
2024-01-14,2024,1,1,January,14,7,Sunday,2,True,Winter,0
2024-01-15,2024,1,1,January,15,1,Monday,3,False,Winter,0
2024-01-16,2024,1,1,January,16,2,Tuesday,3,False,Winter,0
2024-01-17,2024,1,1,January,17,3,Wednesday,3,False,Winter,0
2024-01-18,2024,1,1,January,18,4,Thursday,3,False,Winter,0
2024-01-19,2024,1,1,January,19,5,Friday,3,False,Winter,0
2024-01-20,2024,1,1,January,20,6,Saturday,3,True,Winter,0
2024-01-21,2024,1,1,January,21,7,Sunday,3,True,Winter,0
2024-01-22,2024,1,1,January,22,1,Monday,4,False,Winter,0
2024-01-23,2024,1,1,January,23,2,Tuesday,4,False,Winter,0
2024-01-24,2024,1,1,January,24,3,Wednesday,4,False,Winter,0
2024-01-25,2024,1,1,January,25,4,Thursday,4,False,Winter,0
2024-01-26,2024,1,1,January,26,5,Friday,4,False,Winter,0
2024-01-27,2024,1,1,January,27,6,Saturday,4,True,Winter,0
2024-01-28,2024,1,1,January,28,7,Sunday,4,True,Winter,0
2024-01-29,2024,1,1,January,29,1,Monday,5,False,Winter,0
2024-01-30,2024,1,1,January,30,2,Tuesday,5,False,Winter,0
