store_id,product_id,week,category,units_sold,baseline_forecast,baseline_used_fallback,abs_error
S004,P0016,2023-12-18,Furniture,474,564.0,False,90.0
S004,P0016,2023-12-25,Furniture,343,552.0,False,209.0
S004,P0016,2024-01-01,Furniture,252,397.0,False,145.0
S004,P0016,2024-01-08,Furniture,458,528.0,False,70.0
S004,P0016,2024-01-15,Furniture,496,613.0,False,117.0
S004,P0016,2024-01-22,Furniture,513,455.0,False,58.0
S004,P0017,2023-12-18,Clothing,692,694.0,False,2.0
S004,P0017,2023-12-25,Clothing,776,834.0,False,58.0
S004,P0017,2024-01-01,Clothing,766,818.0,False,52.0
S004,P0017,2024-01-08,Clothing,695,799.0,False,104.0
S004,P0017,2024-01-15,Clothing,689,572.0,False,117.0
S004,P0017,2024-01-22,Clothing,698,867.0,False,169.0
S004,P0018,2023-12-18,Furniture,463,419.0,False,44.0
S004,P0018,2023-12-25,Furniture,303,447.0,False,144.0
S004,P0018,2024-01-01,Furniture,216,373.0,False,157.0
S004,P0018,2024-01-08,Furniture,373,523.0,False,150.0
S004,P0018,2024-01-15,Furniture,343,517.0,False,174.0
S004,P0018,2024-01-22,Furniture,497,393.0,False,104.0
S004,P0019,2023-12-18,Clothing,724,825.0,False,101.0
S004,P0019,2023-12-25,Clothing,859,573.0,False,286.0
S004,P0019,2024-01-01,Clothing,764,684.0,False,80.0
S004,P0019,2024-01-08,Clothing,576,634.0,False,58.0
S004,P0019,2024-01-15,Clothing,640,902.0,False,262.0
S004,P0019,2024-01-22,Clothing,624,674.0,False,50.0
S004,P0020,2023-12-18,Furniture,475,583.0,False,108.0
S004,P0020,2023-12-25,Furniture,310,466.0,False,156.0
S004,P0020,2024-01-01,Furniture,233,380.0,False,147.0
S004,P0020,2024-01-08,Furniture,376,482.0,False,106.0
S004,P0020,2024-01-15,Furniture,441,490.0,False,49.0
S004,P0020,2024-01-22,Furniture,513,394.0,False,119.0
S005,P0001,2023-12-18,Groceries,765,699.0,False,66.0
S005,P0001,2023-12-25,Groceries,565,600.0,False,35.0
S005,P0001,2024-01-01,Groceries,495,867.0,False,372.0
S005,P0001,2024-01-08,Groceries,661,654.0,False,7.0
S005,P0001,2024-01-15,Groceries,580,717.0,False,137.0
S005,P0001,2024-01-22,Groceries,797,619.0,False,178.0
S005,P0002,2023-12-18,Electronics,806,602.0,False,204.0
S005,P0002,2023-12-25,Electronics,351,511.0,False,160.0
S005,P0002,2024-01-01,Electronics,405,497.0,False,92.0
S005,P0002,2024-01-08,Electronics,516,553.0,False,37.0
S005,P0002,2024-01-15,Electronics,537,728.0,False,191.0
S005,P0002,2024-01-22,Electronics,612,582.0,False,30.0
S005,P0003,2023-12-18,Toys,606,567.0,False,39.0
S005,P0003,2023-12-25,Toys,286,665.0,False,379.0
S005,P0003,2024-01-01,Toys,195,605.0,False,410.0
S005,P0003,2024-01-08,Toys,428,703.0,False,275.0
S005,P0003,2024-01-15,Toys,383,733.0,False,350.0
S005,P0003,2024-01-22,Toys,578,713.0,False,135.0
S005,P0004,2023-12-18,Groceries,946,703.0,False,243.0
S005,P0004,2023-12-25,Groceries,542,752.0,False,210.0
S005,P0004,2024-01-01,Groceries,477,788.0,False,311.0
S005,P0004,2024-01-08,Groceries,664,727.0,False,63.0
S005,P0004,2024-01-15,Groceries,817,687.0,False,130.0
S005,P0004,2024-01-22,Groceries,833,598.0,False,235.0
S005,P0005,2023-12-18,Groceries,778,731.0,False,47.0
S005,P0005,2023-12-25,Groceries,465,825.0,False,360.0
S005,P0005,2024-01-01,Groceries,455,675.0,False,220.0
S005,P0005,2024-01-08,Groceries,633,794.0,False,161.0
S005,P0005,2024-01-15,Groceries,806,1012.0,False,206.0
S005,P0005,2024-01-22,Groceries,734,731.0,False,3.0
S005,P0006,2023-12-18,Groceries,909,577.0,False,332.0
S005,P0006,2023-12-25,Groceries,648,716.0,False,68.0
S005,P0006,2024-01-01,Groceries,528,1019.0,False,491.0
S005,P0006,2024-01-08,Groceries,630,646.0,False,16.0
S005,P0006,2024-01-15,Groceries,515,982.0,False,467.0
S005,P0006,2024-01-22,Groceries,684,620.0,False,64.0
S005,P0007,2023-12-18,Groceries,875,817.0,False,58.0
S005,P0007,2023-12-25,Groceries,454,726.0,False,272.0
S005,P0007,2024-01-01,Groceries,494,568.0,False,74.0
S005,P0007,2024-01-08,Groceries,700,717.0,False,17.0
S005,P0007,2024-01-15,Groceries,698,705.0,False,7.0
S005,P0007,2024-01-22,Groceries,488,729.0,False,241.0
S005,P0008,2023-12-18,Groceries,757,672.0,False,85.0
S005,P0008,2023-12-25,Groceries,586,586.0,False,0.0
S005,P0008,2024-01-01,Groceries,437,617.0,False,180.0
S005,P0008,2024-01-08,Groceries,645,851.0,False,206.0
S005,P0008,2024-01-15,Groceries,856,713.0,False,143.0
S005,P0008,2024-01-22,Groceries,779,596.0,False,183.0
S005,P0009,2023-12-18,Groceries,812,951.0,False,139.0
S005,P0009,2023-12-25,Groceries,518,789.0,False,271.0
S005,P0009,2024-01-01,Groceries,481,602.0,False,121.0
S005,P0009,2024-01-08,Groceries,769,575.0,False,194.0
S005,P0009,2024-01-15,Groceries,803,873.0,False,70.0
S005,P0009,2024-01-22,Groceries,506,628.0,False,122.0
S005,P0010,2023-12-18,Groceries,941,713.0,False,228.0
S005,P0010,2023-12-25,Groceries,606,703.0,False,97.0
S005,P0010,2024-01-01,Groceries,586,616.0,False,30.0
S005,P0010,2024-01-08,Groceries,688,619.0,False,69.0
S005,P0010,2024-01-15,Groceries,790,778.0,False,12.0
S005,P0010,2024-01-22,Groceries,574,767.0,False,193.0
S005,P0011,2023-12-18,Electronics,559,686.0,False,127.0
S005,P0011,2023-12-25,Electronics,458,486.0,False,28.0
S005,P0011,2024-01-01,Electronics,336,692.0,False,356.0
S005,P0011,2024-01-08,Electronics,542,565.0,False,23.0
S005,P0011,2024-01-15,Electronics,915,634.0,False,281.0
S005,P0011,2024-01-22,Electronics,597,589.0,False,8.0
S005,P0012,2023-12-18,Furniture,528,448.0,False,80.0
S005,P0012,2023-12-25,Furniture,281,563.0,False,282.0
S005,P0012,2024-01-01,Furniture,246,548.0,False,302.0
S005,P0012,2024-01-08,Furniture,493,543.0,False,50.0
S005,P0012,2024-01-15,Furniture,634,717.0,False,83.0
S005,P0012,2024-01-22,Furniture,487,548.0,False,61.0
S005,P0013,2023-12-18,Groceries,834,615.0,False,219.0
S005,P0013,2023-12-25,Groceries,558,724.0,False,166.0
S005,P0013,2024-01-01,Groceries,448,631.0,False,183.0
S005,P0013,2024-01-08,Groceries,560,651.0,False,91.0
S005,P0013,2024-01-15,Groceries,897,734.0,False,163.0
S005,P0013,2024-01-22,Groceries,789,418.0,False,371.0
S005,P0014,2023-12-18,Furniture,530,438.0,False,92.0
S005,P0014,2023-12-25,Furniture,259,468.0,False,209.0
S005,P0014,2024-01-01,Furniture,254,565.0,False,311.0
S005,P0014,2024-01-08,Furniture,374,492.0,False,118.0
S005,P0014,2024-01-15,Furniture,554,450.0,False,104.0
S005,P0014,2024-01-22,Furniture,461,459.0,False,2.0
S005,P0015,2023-12-18,Groceries,717,842.0,False,125.0
S005,P0015,2023-12-25,Groceries,563,885.0,False,322.0
S005,P0015,2024-01-01,Groceries,570,642.0,False,72.0
S005,P0015,2024-01-08,Groceries,535,709.0,False,174.0
S005,P0015,2024-01-15,Groceries,632,920.0,False,288.0
S005,P0015,2024-01-22,Groceries,789,700.0,False,89.0
S005,P0016,2023-12-18,Toys,763,604.0,False,159.0
S005,P0016,2023-12-25,Toys,290,614.0,False,324.0
S005,P0016,2024-01-01,Toys,192,786.0,False,594.0
S005,P0016,2024-01-08,Toys,612,526.0,False,86.0
S005,P0016,2024-01-15,Toys,677,818.0,False,141.0
S005,P0016,2024-01-22,Toys,556,402.0,False,154.0
S005,P0017,2023-12-18,Toys,623,618.0,False,5.0
S005,P0017,2023-12-25,Toys,291,791.0,False,500.0
S005,P0017,2024-01-01,Toys,124,580.0,False,456.0
S005,P0017,2024-01-08,Toys,417,660.0,False,243.0
S005,P0017,2024-01-15,Toys,657,621.0,False,36.0
S005,P0017,2024-01-22,Toys,552,552.0,False,0.0
S005,P0018,2023-12-18,Clothing,674,530.0,False,144.0
S005,P0018,2023-12-25,Clothing,749,746.0,False,3.0
S005,P0018,2024-01-01,Clothing,788,791.0,False,3.0
S005,P0018,2024-01-08,Clothing,509,769.0,False,260.0
S005,P0018,2024-01-15,Clothing,749,792.0,False,43.0
S005,P0018,2024-01-22,Clothing,758,612.0,False,146.0
S005,P0019,2023-12-18,Furniture,466,425.0,False,41.0
S005,P0019,2023-12-25,Furniture,284,535.0,False,251.0
S005,P0019,2024-01-01,Furniture,172,566.0,False,394.0
S005,P0019,2024-01-08,Furniture,417,435.0,False,18.0
S005,P0019,2024-01-15,Furniture,483,532.0,False,49.0
S005,P0019,2024-01-22,Furniture,589,426.0,False,163.0
S005,P0020,2023-12-18,Toys,638,707.0,False,69.0
S005,P0020,2023-12-25,Toys,247,787.0,False,540.0
S005,P0020,2024-01-01,Toys,252,523.0,False,271.0
S005,P0020,2024-01-08,Toys,531,538.0,False,7.0
S005,P0020,2024-01-15,Toys,545,610.0,False,65.0
S005,P0020,2024-01-22,Toys,573,623.0,False,50.0
